,OrdereinstellungenAnzahl,GeschaefteAnzahl,GeschaefteKurswert,OrderloeschungenAnzahl,OrderaenderungenAnzahl,KurswertMedian,OrdereinstellungenWertMedian,MarketMakerAnzahl,ISIN,date
627,33,4,57115.0,0,0,23740.0,1,1,CH0244767585,2020-12-07
630,1,1,1845.0,0,0,1845.0,1500,1,DE000LS8CE65,2020-12-07
631,27,4,18174.0,0,0,5760.0,1,1,DE000A0LA304,2020-12-07
632,21,1,742.5,0,0,742.5,500,1,MHY8897Y1804,2020-12-07
633,7,1,470.0,0,0,470.0,250,1,DE000LS8MS42,2020-12-07
634,99,22,101963.65,0,0,3600.0,60,1,DE0006084403,2020-12-07
636,72,2,9147.81,0,0,9102.0,1,1,JP3866800000,2020-12-07
637,29,2,2094.71,0,0,1064.0,1,1,US4441441098,2020-12-07
640,1,1,137.25,0,0,137.25,1,1,DE000LS9PUT1,2020-12-07
642,1,1,13500.0,0,0,13500.0,10000,1,US87968A1043,2020-12-07
643,146,1,72.28,0,0,72.28,0,1,IT0005042467,2020-12-07
645,1,1,55.023,0,0,55.023,3,1,DE000A0KRKK9,2020-12-07
648,26,2,3806.4,0,0,3432.0,60,1,US37733W1053,2020-12-07
650,17,3,11704.3,0,0,2974.8,134,1,FR0012333284,2020-12-07
651,2,2,1644.17,0,0,1230.0,1500,1,DE000LS7L446,2020-12-07
652,94,5,28682.948,0,0,3622.8,300,1,US0374111054,2020-12-07
654,83,10,124222.25,0,0,5239.0,19,1,US90138F1021,2020-12-07
655,9,3,20239.65,0,0,8262.45,80,1,FR0000120172,2020-12-07
658,17,1,2418.6,0,0,2418.6,1,1,NZATME0002S8,2020-12-07
659,1,1,182.0,0,0,182.0,100,1,DE000LS8NV53,2020-12-07
662,8,1,6662.48,0,0,6662.48,1500,1,JP3352400000,2020-12-07
664,3,1,134.04,0,0,134.04,1,1,GRS393503008,2020-12-07
666,1,1,117.5,0,0,117.5,50,1,DE000LS8J8H4,2020-12-07
667,1,1,3328.0,0,0,3328.0,3200,1,DE000LS7L453,2020-12-07
670,1,1,860.0,0,0,860.0,1000,1,DE000LS8DH87,2020-12-07
671,39,1,1859.0,0,0,1859.0,50,1,US0865161014,2020-12-07
672,78,15,105881.2,0,0,6807.12,1313,1,DE000LS8PK88,2020-12-07
673,1,1,1550.0,0,0,1550.0,1000,1,DE000LS75RR4,2020-12-07
674,5,2,1280.7,0,0,1087.5,140,1,DE000LS77XX6,2020-12-07
675,7,1,669.5,0,0,669.5,26,1,DE000LS5GS50,2020-12-07
676,264,12,151338.85,0,0,3605.0,13,1,US4592001014,2020-12-07
677,89,14,411982.26,0,0,5060.0,15,1,LU0274211480,2020-12-07
678,28,1,1068.75,0,0,1068.75,3700,1,CA68621R1064,2020-12-07
679,1,1,550.38,0,0,550.38,3,1,CH0311864901,2020-12-07
681,11,5,42674.3,0,0,3150.0,2250,1,DE000LS77XY4,2020-12-07
682,2,1,430.0,0,0,430.0,1000,1,DE000LS763S1,2020-12-07
683,1,1,3001.44,0,0,3001.44,1014,1,DE000LS73LM3,2020-12-07
684,2,2,1995.0,0,0,1080.0,2000,1,DE000LS7L438,2020-12-07
685,10,3,19812.8,0,0,7742.6,1,1,DE000LS9AZF1,2020-12-07
688,3,1,2339.1,0,0,2339.1,300,1,IE00BMP3HG27,2020-12-07
689,84,3,5523.0,0,0,1545.0,1,1,US0453961080,2020-12-07
691,2689,119,1369025.959,0,0,3016.5,1,1,GB0007980591,2020-12-07
693,2,1,5075.0,0,0,5075.0,1250,1,DE000LS7KB28,2020-12-07
694,5,1,1476.0,0,0,1476.0,300,1,DE000LS8M0M6,2020-12-07
695,1,1,250.0,0,0,250.0,200,1,US51817R1068,2020-12-07
696,71,14,13410.0,0,0,892.5,600,1,DE000LS77XZ1,2020-12-07
697,7,2,7840.2,0,0,4138.2,320,1,CA05156V1022,2020-12-07
698,169,21,60053.32,0,0,1918.5,1,1,CH0126881561,2020-12-07
699,36,3,5201.0,0,0,1154.0,1000,1,AU000000TLG7,2020-12-07
700,52,3,6624.0,0,0,2160.0,600,1,DE000LS8C3N0,2020-12-07
701,7,1,212.8,0,0,212.8,190,1,DE000LS8NE05,2020-12-07
702,4,3,44450.0,0,0,14800.0,5000,1,DE000LS7WE13,2020-12-07
703,29,4,6124.0,0,0,1014.0,1500,1,DE000LS8PK62,2020-12-07
704,21,2,5500.0,0,0,3300.0,200,1,US81734P2065,2020-12-07
705,18,3,541.88,0,0,180.61,15,1,IE00B1FZS798,2020-12-07
706,2,1,2340.0,0,0,2340.0,2000,1,DE000LS62P37,2020-12-07
707,6,4,41335.11,0,0,10028.78,29,1,LU0444605645,2020-12-07
708,2,2,8138.59,0,0,4155.84,26,1,LU0494592974,2020-12-07
709,1,1,4527.2,0,0,4527.2,20,1,LU0690964092,2020-12-07
710,8,1,1002.0,0,0,1002.0,12,1,US8982021060,2020-12-07
712,5,5,4563.97,0,0,750.0,500,1,DE000LS77XW8,2020-12-07
713,365,55,644382.72,0,0,10017.98,99,1,US24823R1059,2020-12-07
715,51,4,24412.24,0,0,3248.0,1550,1,DE000LS8PK70,2020-12-07
716,53,1,4480.0,0,0,4480.0,1000,1,DE000LS8M0K0,2020-12-07
717,8,3,3328.5,0,0,1026.0,4778,1,CA84730M1023,2020-12-07
719,2,1,480.0,0,0,480.0,5000,1,KYG2112Y1098,2020-12-07
720,4,1,1893.6,0,0,1893.6,6,1,US4435731009,2020-12-07
722,21,1,461.69,0,0,461.69,6000,1,CA92535P1053,2020-12-07
723,2,1,1486.56,0,0,1486.56,652,1,KYG9361V1086,2020-12-07
724,3,1,5012.0,0,0,5012.0,140,1,US0248351001,2020-12-07
726,3,2,408.98,0,0,306.75,3,1,DE000ETFL177,2020-12-07
729,20,2,10770.62,0,0,10097.85,14,1,DE000A0Q4R28,2020-12-07
733,4,1,892.5,0,0,892.5,30,1,US8565522039,2020-12-07
736,18,3,46852.9,0,0,14423.4,50,1,CH0454664027,2020-12-07
737,3,1,1782.0,0,0,1782.0,90,1,US91529Y1064,2020-12-07
738,1,1,1670.59,0,0,1670.59,31,1,LU1437018838,2020-12-07
739,2,1,6431.39,0,0,6431.39,70,1,DE0009805507,2020-12-07
741,4,2,2382.0,0,0,1201.0,100,1,DE000LS7GX51,2020-12-07
742,235,4,73858.2,0,0,17422.0,40,1,DE000A0Q4R36,2020-12-07
743,2,1,21050.4,0,0,21050.4,399,1,IE00BCRY6557,2020-12-07
744,2,2,846.0,0,0,435.0,150,1,DE000LS69TQ5,2020-12-07
745,1,1,464.0,0,0,464.0,400,1,DE000LS8B0Z1,2020-12-07
746,54,8,58874.695,0,0,3504.05,50,1,IE00BQQP9F84,2020-12-07
747,13,2,2580.0,0,0,1944.0,60,1,US81761L1026,2020-12-07
748,1,1,629.36,0,0,629.36,40,1,IE00BQZJBQ63,2020-12-07
755,35,1,103.164,0,0,103.164,0,1,DE000A0Q4R44,2020-12-07
757,5,1,1732.01,0,0,1732.01,7,1,DE000LS9MLR1,2020-12-07
760,49,1,1530.0,0,0,1530.0,1000,1,DE000LS8MB90,2020-12-07
761,20,1,2957.325,0,0,2957.325,105,1,US1011371077,2020-12-07
763,49,7,35003.295,0,0,3131.9,462,1,CH0454664043,2020-12-07
764,6,1,2010.0,0,0,2010.0,1,1,GB00BN7ZCY67,2020-12-07
766,3,2,787.8,0,0,657.9,5,1,US8036071004,2020-12-07
767,75,8,87232.15,0,0,1110.0,0,1,DE000LS8N3Y4,2020-12-07
768,2,1,7185.0,0,0,7185.0,100,1,NL0009434992,2020-12-07
769,50,4,4352.775,0,0,1837.5,750,1,AU000000HZR9,2020-12-07
771,1,1,209.0,0,0,209.0,380,1,DE000LS8JJ30,2020-12-07
773,7,3,9060.0,0,0,2040.0,200,1,US75574U1016,2020-12-07
774,1,1,1246.0,0,0,1246.0,14,1,US98954M2008,2020-12-07
775,19,6,19071.3,0,0,3742.4,1,1,DE000LS9BLR4,2020-12-07
776,188,5,18606.915,0,0,2605.5,18,1,CA0641491075,2020-12-07
778,14,4,4180.6,0,0,1447.5,8500,1,CA83445W1086,2020-12-07
780,1,1,12477.114,0,0,12477.114,234,1,DE0009805515,2020-12-07
781,42,4,12782.852,0,0,3645.12,100,1,IE00B4NCWG09,2020-12-07
787,2194,56,983986.876,0,0,6651.84,3000,1,DE000CBK1001,2020-12-07
790,13,3,13876.0,0,0,3060.0,20,1,IL0010852080,2020-12-07
791,3,1,1135.784,0,0,1135.784,410,1,JE00B8KF9B49,2020-12-07
792,1,1,468.8,0,0,468.8,80,1,DE000LS69TN2,2020-12-07
793,4,2,5771.62,0,0,4781.8,2,1,DE000LS9PUY1,2020-12-07
795,52,14,17435.64,0,0,896.0,200,1,US56585W4015,2020-12-07
796,16,3,2548.0,0,0,777.0,300,1,DE000LS8N3W8,2020-12-07
797,1,1,1794.0,0,0,1794.0,300,1,DE000LS69TM4,2020-12-07
798,15,4,26878.25,0,0,6171.0,3,1,DE000LS9BLQ6,2020-12-07
799,1,1,660.0,0,0,660.0,1500,1,DE000LS8M152,2020-12-07
801,5,1,5470.0,0,0,5470.0,1000,1,DE000LS8N481,2020-12-07
803,19,8,42015.77,0,0,5129.0,100,1,IE00B6R52259,2020-12-07
805,7,1,2602.145,0,0,2602.145,91,1,IE00BYYR0C64,2020-12-07
806,10,4,6175.0,0,0,2600.0,2000,1,DE000LS8MB82,2020-12-07
807,9,3,1778.35,0,0,528.75,600,1,GB00B5LJSC86,2020-12-07
810,28,8,10135.5,0,0,1010.0,200,1,DE000LS8N499,2020-12-07
811,1,1,805.5,0,0,805.5,75,1,NO0004822503,2020-12-07
812,7,2,218.176,0,0,109.34,70,1,LU0292106167,2020-12-07
817,6,1,662.31,0,0,662.31,200,1,DE000A0Q4R02,2020-12-07
818,5,2,7079.96,0,0,3600.0,1432,1,DE000LS8MB58,2020-12-07
819,3,1,124.0,0,0,124.0,4000,1,AU000000HZN8,2020-12-07
821,1,1,335.055,0,0,335.055,7,1,LU1834988435,2020-12-07
824,3,1,152.0,0,0,152.0,50,1,DE000LS8MS67,2020-12-07
825,6,3,13873.8,0,0,6920.0,200,1,US87266J1043,2020-12-07
826,6,1,5140.0,0,0,5140.0,100,1,US09260D1072,2020-12-07
827,2,1,72.0,0,0,72.0,12000,1,AU000000EQE3,2020-12-07
828,1,1,414.0,0,0,414.0,75,1,DE000LS8N465,2020-12-07
829,3,1,370.44,0,0,370.44,12,1,IE00BK5BQX27,2020-12-07
830,2,1,476.0,0,0,476.0,30000,1,DE000LS8N3U2,2020-12-07
831,153,2,10375.0,0,0,8383.0,0,1,DE0007571424,2020-12-07
832,6,1,2825.0,0,0,2825.0,3,1,US9254581013,2020-12-07
833,10,5,30516.39,0,0,8830.0,1000,1,IE00BD1F4N50,2020-12-07
834,8,1,4170.0,0,0,4170.0,694,1,DE000LS7V163,2020-12-07
835,166,35,148750.14,0,0,3241.5,15,1,US7475251036,2020-12-07
836,447,25,282415.9,0,0,5484.0,25,1,DE000A1EWWW0,2020-12-07
837,1000,54,125894.865,0,0,1222.0,210,1,NO0003067902,2020-12-07
839,1,1,944.0,0,0,944.0,800,1,DE000LS8CE99,2020-12-07
840,140,1,8680.0,0,0,8680.0,0,1,CA13515Q1037,2020-12-07
841,1,1,2857.44,0,0,2857.44,4,1,DE000LS9J2C7,2020-12-07
842,15454,575,10695671.02,0,0,6697.0,50,1,US60770K1079,2020-12-07
843,6,1,805.0,0,0,805.0,700,1,DE000LS4V2N3,2020-12-07
844,5,3,7882.92,0,0,3345.0,96,1,DE000LS8N3V0,2020-12-07
845,188,9,29620.685,0,0,2810.6,0,1,DE0006046113,2020-12-07
846,38,8,4524.65,0,0,560.0,315,1,DE000LS8M0S3,2020-12-07
850,4,1,1023.0,0,0,1023.0,600,1,CH0102659627,2020-12-07
852,167,8,37151.6,0,0,2320.0,60,1,US48138M1053,2020-12-07
854,323,25,317708.0,0,0,3180.0,8,1,US8334451098,2020-12-07
855,16,3,2542.97,0,0,864.0,1,1,CNE1000001Z5,2020-12-07
856,1380,117,340029.638,0,0,1085.0,500,1,NO0010081235,2020-12-07
857,2,1,3828.3,0,0,3828.3,140,1,US90214J1016,2020-12-07
860,1,1,225.0,0,0,225.0,500,1,DE000LS8QR64,2020-12-07
861,193,8,77993.5,0,0,5066.9,0,1,DE0005659700,2020-12-07
863,14,2,3680.0,0,0,1840.0,200,1,DE000A0XYG76,2020-12-07
866,2,2,2403.04,0,0,1502.5,5,1,FR0010296061,2020-12-07
867,41,10,165021.99,0,0,1282.5,20,1,US4878361082,2020-12-07
868,219,26,88078.675,0,0,2572.5,120,1,DE000A0Z2ZZ5,2020-12-07
869,3645,240,4698132.44,0,0,3535.7,16,1,US0378331005,2020-12-07
870,5,1,4924.04,0,0,4924.04,1,1,DE000LS9PYL0,2020-12-07
872,16,1,1651.0,0,0,1651.0,250,1,CA8676EP1086,2020-12-07
876,35,3,10130.42,0,0,3996.6,0,1,IE00B52MJY50,2020-12-07
877,10,2,392989.05,0,0,392790.36,135,1,LU1650490474,2020-12-07
879,1,1,3289.9,0,0,3289.9,33400,1,CA60916Q1090,2020-12-07
881,4,2,40768.0,0,0,20384.0,490,1,US2540671011,2020-12-07
883,785,108,898190.4,0,0,3527.2,20,1,US5949181045,2020-12-07
884,14,4,25614.016,0,0,789.904,1,1,DE0008476524,2020-12-07
885,22,4,4449.56,0,0,1191.9,2500,1,CA86881M1041,2020-12-07
886,160,26,39774.0,0,0,1141.0,400,1,DE000LS8QR49,2020-12-07
888,48,2,12098.009,0,0,11223.36,0,1,IE00B43HR379,2020-12-07
889,11,1,1345.12,0,0,1345.12,8,1,DE000LS9QKK9,2020-12-07
891,1,1,8676.06,0,0,8676.06,23,1,DE000LS9HR31,2020-12-07
893,82,1,1968.0,0,0,1968.0,0,1,GR0133007204,2020-12-07
894,12,3,18304.44,0,0,7241.0,6,1,LU0292109690,2020-12-07
895,7,1,3887.0,0,0,3887.0,600,1,US08205P1003,2020-12-07
896,1,1,70.0,0,0,70.0,100,1,DE000LS8QR56,2020-12-07
897,12,2,4286.48,0,0,3851.76,1000,1,AU000000EMH5,2020-12-07
898,5,1,25114.63,0,0,25114.63,2009,1,IE00B3Y8D011,2020-12-07
900,21,7,189493.574,0,0,4022.32,100,1,IE00B4ND3602,2020-12-07
901,1,1,966.0,0,0,966.0,12,1,US0495601058,2020-12-07
902,8,1,1050.0,0,0,1050.0,1000,1,DE000LS76HK8,2020-12-07
904,1,1,1037.0,0,0,1037.0,1700,1,DE000LS8GD54,2020-12-07
905,14,2,10937.8,0,0,7811.0,200,1,US4062161017,2020-12-07
907,5,2,949.8,0,0,526.8,5000,1,CA4924052042,2020-12-07
908,17,13,654914.075,0,0,60426.0,1200,1,LU0530119774,2020-12-07
909,116,48,213955.7,0,0,4470.0,1000,1,DE000LS8N7G2,2020-12-07
910,24,2,66980.0,0,0,53560.0,0,1,LU0322252502,2020-12-07
911,6,1,2351.2,0,0,2351.2,1,1,GR0138014809,2020-12-07
913,2,1,2097.5,0,0,2097.5,250,1,DE000LS4RL30,2020-12-07
914,259,14,8859.095,0,0,700.0,1023,1,NO0010196140,2020-12-07
915,1,1,3145.8,0,0,3145.8,20,1,DE000LS9EHH7,2020-12-07
916,3,1,1030.0,0,0,1030.0,1000,1,DE000LS407N6,2020-12-07
917,9,2,2641.37,0,0,2589.5,100,1,IE00B9MRJJ36,2020-12-07
918,341,36,179781.278,0,0,2310.0,100,1,DE000BFB0019,2020-12-07
920,8,3,350.84,0,0,147.0,361,1,DE000LS76HL6,2020-12-07
921,7,1,616.5,0,0,616.5,1,1,DE000LS8N7H0,2020-12-07
922,39,17,166267.8,0,0,9105.0,20,1,FR0000120321,2020-12-07
923,2,1,53.0,0,0,53.0,100,1,DE000LS8GU79,2020-12-07
924,10,3,6640.0,0,0,2100.0,5000,1,DE000A2E4L00,2020-12-07
925,1,1,1029.402,0,0,1029.402,54,1,DE0008476516,2020-12-07
927,8,1,201.4,0,0,201.4,1000,1,IE00BDFL4P12,2020-12-07
929,24,4,12732.75,0,0,2453.25,100,1,ES0173093024,2020-12-07
930,1,1,948.0,0,0,948.0,1200,1,DE000LS8Q005,2020-12-07
932,18,1,119.5,0,0,119.5,5000,1,AU000000RSG6,2020-12-07
933,3,1,1026.0,0,0,1026.0,5400,1,DE000LS8M4B1,2020-12-07
934,20,20,12411.852,0,0,109.054,11,1,LU1324516050,2020-12-07
936,51,12,119957.47,0,0,8049.72,60,1,US86771W1053,2020-12-07
940,58,6,52207.8,0,0,2395.2,14,1,CH0454664001,2020-12-07
941,5,2,2348.0,0,0,1404.0,6000,1,AU0000003816,2020-12-07
943,3,1,8886.4,0,0,8886.4,50,1,IE00B14X4S71,2020-12-07
945,148,9,56440.12,0,0,4967.65,1,1,IE00BGBN6P67,2020-12-07
946,4,2,5415.0,0,0,4500.0,20000,1,AU000000SVM6,2020-12-07
949,233,25,93446.2,0,0,2280.0,1,1,CH0012032113,2020-12-07
950,1,1,1910.64,0,0,1910.64,19,1,LU1829219556,2020-12-07
952,13,1,2752.0,0,0,2752.0,10,1,US68620A2033,2020-12-07
954,7,3,6306.759,0,0,2249.5,335,1,US74348T1025,2020-12-07
955,7,1,49005.1,0,0,49005.1,222,1,IE00B8KGV557,2020-12-07
956,5,1,1270.0,0,0,1270.0,20,1,US5529531015,2020-12-07
957,4,1,2180.25,0,0,2180.25,1000,1,KYG8167W1380,2020-12-07
958,1,1,9136.0,0,0,9136.0,80000,1,AU000000SVL8,2020-12-07
959,18,4,17010.02,0,0,2840.12,37,1,DE000LS9KZW5,2020-12-07
961,36,2,3939.25,0,0,1987.0,1,1,US68375N1037,2020-12-07
964,16,1,419.64,0,0,419.64,30,1,US04010L1035,2020-12-07
965,5,1,339.0,0,0,339.0,1,1,DE000LS71JJ7,2020-12-07
966,1,1,2360.0,0,0,2360.0,5900,1,DE000LS6D6F0,2020-12-07
968,33,6,6750.05,0,0,635.25,1000,1,DE000LS76HX1,2020-12-07
969,3,1,77.5,0,0,77.5,5000,1,CA4884931078,2020-12-07
970,2,1,1265.4,0,0,1265.4,3206,1,SE0009554454,2020-12-07
972,1,1,996.0,0,0,996.0,150,1,DE000LS71JK5,2020-12-07
973,4,1,1387.5,0,0,1387.5,120,1,VGG069731120,2020-12-07
974,16,4,68117.334,0,0,22462.5,5000,1,IE00BJ5JP329,2020-12-07
975,22,8,234506.023,0,0,2440.57,200,1,DE000ETFL508,2020-12-07
976,1,1,1162.5,0,0,1162.5,1250,1,DE000LS8MW53,2020-12-07
977,1,1,4000.0,0,0,4000.0,8000,1,DE000LS8NZ83,2020-12-07
978,21,1,1807.0,0,0,1807.0,144,1,US64111R3003,2020-12-07
981,1,1,80.0,0,0,80.0,100,1,DE000LS767X2,2020-12-07
982,1,1,750.0,0,0,750.0,100,1,DE000LS71JH1,2020-12-07
984,1,1,213.0,0,0,213.0,300,1,DE000LS8CZ60,2020-12-07
985,556,51,357862.12,0,0,3608.4,20,1,GB0009895292,2020-12-07
986,18,3,7105.7,0,0,2038.4,15,1,LU0603933895,2020-12-07
987,2,1,15.26,0,0,15.26,1,1,DE000A0DPRE6,2020-12-07
988,1,1,65.5,0,0,65.5,25,1,DE000LS76HV5,2020-12-07
989,223,23,175980.4,0,0,5050.5,1,1,DE0008402215,2020-12-07
992,13,5,18710.35,0,0,1273.0,2,1,FR0000121667,2020-12-07
993,1,1,94.536,0,0,94.536,23634,1,BMG6389N1002,2020-12-07
995,12,2,1556.996,0,0,895.196,1,1,IE00BFNM3J75,2020-12-07
997,3,2,1002.2,0,0,970.2,6930,1,DE000LS8A1M8,2020-12-07
998,8,3,1291.38,0,0,507.5,197,1,US53261M1045,2020-12-07
999,17,3,22618.96,0,0,1742.2,10,1,ZAE000015889,2020-12-07
1001,21,3,47009.6,0,0,22689.6,250,1,DE000LS76HW3,2020-12-07
1003,334,36,204824.94,0,0,3083.5,1,1,DE0006095003,2020-12-07
1004,2,1,1290.0,0,0,1290.0,100,1,US27627N1054,2020-12-07
1005,2,1,560.0,0,0,560.0,50,1,JP3419050004,2020-12-07
1006,7,1,999.6,0,0,999.6,20,1,ES0105066007,2020-12-07
1007,5,1,485.0,0,0,485.0,500,1,DE000LS7J1N8,2020-12-07
1008,1,1,756.0,0,0,756.0,700,1,DE000LS62BT2,2020-12-07
1009,124,29,153702.02,0,0,2044.2,28,1,US02209S1033,2020-12-07
1011,85,5,13636.086,0,0,1831.0,0,1,US98986T1088,2020-12-07
1013,21,4,3616.85,0,0,668.25,100,1,DE000LS8MW04,2020-12-07
1014,12,4,19372.5,0,0,3540.0,1500,1,DE000LS8QA97,2020-12-07
1016,10,4,23130.0,0,0,3960.0,3000,1,DE000LS64YV6,2020-12-07
1017,3,1,2422.5,0,0,2422.5,7000,1,US87164U2015,2020-12-07
1018,2,1,152.5,0,0,152.5,5000,1,CA8193201024,2020-12-07
1020,15,3,2244.0,0,0,816.0,2000,1,CNE1000002G3,2020-12-07
1023,482,29,214544.69,0,0,3824.0,213,1,DE000A0D6554,2020-12-07
1024,237,34,749969.166,0,0,2774.304,100,1,DE000A0S9GB0,2020-12-07
1025,2,1,5950.0,0,0,5950.0,250,1,US90138A1034,2020-12-07
1026,4,2,1970.0,0,0,1095.0,500,1,DE000LS767S2,2020-12-07
1027,16,1,4703.5,0,0,4703.5,20,1,CH0012549785,2020-12-07
1031,4,1,420.0,0,0,420.0,2000,1,DE000LS8BW23,2020-12-07
1032,1,1,869.05,0,0,869.05,5,1,DE000LS9QKR4,2020-12-07
1033,5,3,4132.5,0,0,950.0,500,1,DE000LS8MW12,2020-12-07
1034,5,1,1562.0,0,0,1562.0,90,1,IE00B441G979,2020-12-07
1035,2,1,18.0,0,0,18.0,90,1,CA09064N1033,2020-12-07
1037,140,2,4716.0,0,0,3360.0,0,1,DE000A1TNUT7,2020-12-07
1039,9,4,9363.45,0,0,2414.25,100,1,CH0012142631,2020-12-07
1040,4,1,5680.0,0,0,5680.0,10000,1,FI0009003230,2020-12-07
1041,128,7,27156.8,0,0,2372.0,0,1,US0567521085,2020-12-07
1042,3,2,4204.0,0,0,2980.0,1000,1,DE000LS647V0,2020-12-07
1043,1,1,12332.0,0,0,12332.0,400,1,DE000LS68DC1,2020-12-07
1044,10,3,4927.78,0,0,789.68,4,1,US8716071076,2020-12-07
1046,20,5,26600.2,0,0,2624.0,250,1,DE000WACK012,2020-12-07
1047,11,5,5154.1,0,0,1065.6,333,1,DE000LS647U2,2020-12-07
1048,7,2,4966.03,0,0,3941.5,90,1,IE00BM67HS53,2020-12-07
1050,41,2,1257.9,0,0,771.9,100,1,US8106481059,2020-12-07
1051,8,1,1080.0,0,0,1080.0,30,1,US50127T1097,2020-12-07
1053,87,15,106045.792,0,0,2350.1,25,1,SE0010296582,2020-12-07
1054,242,23,94453.26,0,0,2151.0,350,1,DE000A0HGQF5,2020-12-07
1056,70,18,123844.336,0,0,4944.0,250,1,IE00BQT3WG13,2020-12-07
1057,10,2,4323.78,0,0,2973.6,40,1,US55024U1097,2020-12-07
1058,46,4,14008.5,0,0,2439.0,1000,1,DE000LS71JE8,2020-12-07
1059,24,3,10223.0,0,0,1664.0,800,1,DE000LS8QA89,2020-12-07
1061,1,1,7563.0,0,0,7563.0,75,1,DE000LS9CBG6,2020-12-07
1062,1,1,6130.0,0,0,6130.0,1000,1,DE000LS7A7Q7,2020-12-07
1063,13,2,2744.5,0,0,1540.0,500,1,CNE1000002J7,2020-12-07
1064,6,1,5726.0,0,0,5726.0,1,1,DE000LS59MM0,2020-12-07
1065,1,1,392.0,0,0,392.0,800,1,DE000LS8QR98,2020-12-07
1066,113,8,16100.175,0,0,1912.9,25,1,SE0000108656,2020-12-07
1068,7,1,495.0,0,0,495.0,1,1,US4942741038,2020-12-07
1069,21,5,19397.0,0,0,2348.0,20,1,DE000STRA555,2020-12-07
1072,7,1,1296.0,0,0,1296.0,15,1,US8742242071,2020-12-07
1074,1,1,3266.2,0,0,3266.2,700,1,LU0444605306,2020-12-07
1076,3,1,39.9,0,0,39.9,210,1,DE000LS7Q5J8,2020-12-07
1077,2,1,994.0,0,0,994.0,1000,1,TH0528010R18,2020-12-07
1078,26,1,3340.0,0,0,3340.0,100,1,US6824061039,2020-12-07
1079,48,1,705.0,0,0,705.0,1,1,DE000LS8H5J8,2020-12-07
1080,71,6,48575.5,0,0,3533.0,25,1,NO0005668905,2020-12-07
1082,1,1,504.0,0,0,504.0,210,1,US58936H1095,2020-12-07
1084,18,1,1618.98,0,0,1618.98,11,1,DE000LS9NAS0,2020-12-07
1085,5,4,4852.0,0,0,1396.0,250,1,DE000LS8L154,2020-12-07
1087,8,1,116.8,0,0,116.8,400,1,AU000000ARL4,2020-12-07
1088,72,2,5052.0,0,0,3232.0,300,1,DE000LS6H0Y0,2020-12-07
1089,3,1,5363.2,0,0,5363.2,20,1,LU2090062782,2020-12-07
1090,1,1,2493.513,0,0,2493.513,1,1,FR0000284689,2020-12-07
1091,10,1,710.0,0,0,710.0,1,1,DE000LS8H5G4,2020-12-07
1092,1,1,864.0,0,0,864.0,400,1,DE000LS2SJ92,2020-12-07
1093,4,1,1177.5,0,0,1177.5,150,1,JP3164720009,2020-12-07
1094,3,1,3591.0,0,0,3591.0,190,1,US92336X1090,2020-12-07
1095,3733,327,1640244.5,0,0,2392.5,40,1,DE000A1TNV91,2020-12-07
1097,1339,99,379188.725,0,0,1728.0,400,1,US35952H6018,2020-12-07
1099,3,1,2426.6,0,0,2426.6,22,1,US4228061093,2020-12-07
1100,2,2,2004.0,0,0,1120.0,400,1,DE000LS8KP21,2020-12-07
1101,1,1,780.0,0,0,780.0,1000,1,DE000LS8L121,2020-12-07
1102,2,1,690.0,0,0,690.0,300,1,DE000LS6H0X2,2020-12-07
1103,3,3,1806.15,0,0,690.0,455,1,DE000LS8H5H2,2020-12-07
1104,1,1,1832.0,0,0,1832.0,50,1,GB0002405495,2020-12-07
1105,3,1,19980.0,0,0,19980.0,1,1,US7433151039,2020-12-07
1106,5,1,3000.0,0,0,3000.0,4000,1,DE000LS695M8,2020-12-07
1107,3,3,2457.36,0,0,842.49,333,1,DE000LS8MV96,2020-12-07
1108,3,1,235.008,0,0,235.008,288,1,US46630Q2021,2020-12-07
1109,3,1,5595.0,0,0,5595.0,1500,1,DE000LS7G8M8,2020-12-07
1111,18,1,3350.0,0,0,3350.0,500,1,DE000LS6H0W4,2020-12-07
1113,4,1,8512.5,0,0,8512.5,25,1,CH0012530207,2020-12-07
1114,8,1,1787.5,0,0,1787.5,2500,1,US75915K2006,2020-12-07
1115,165,15,171621.895,0,0,2152.39,10,1,FR0010315770,2020-12-07
1117,8,3,1823.9,0,0,422.0,200,1,CNE100000312,2020-12-07
1118,1481,80,802611.115,0,0,3000.5,500,1,DE0006231004,2020-12-07
1120,10,1,1190.4,0,0,1190.4,2,1,IE00B2QWCY14,2020-12-07
1126,18,18,8026.742,0,0,193.14,18,1,LU1291106356,2020-12-07
1127,14,3,41576.86,0,0,8956.02,9,1,DE000A1E0HR8,2020-12-07
1128,17,2,5689.0,0,0,4707.0,110,1,IE00B9KNR336,2020-12-07
1129,10,2,3725.0,0,0,2563.0,100,1,DE000LS6QM12,2020-12-07
1130,5,3,12362.48,0,0,1126.72,2,1,DE000LS9ALL9,2020-12-07
1131,22,1,468.0,0,0,468.0,1000,1,CNE1000002Q2,2020-12-07
1132,1,1,1260.0,0,0,1260.0,1000,1,DE000LS8LB34,2020-12-07
1133,130,1,255.0,0,0,255.0,0,1,CA4356311064,2020-12-07
1134,4,2,4450.0,0,0,2850.0,2500,1,DE000LS75DX2,2020-12-07
1138,738,16,194701.44,0,0,8361.0,1,1,DE000A1ML7J1,2020-12-07
