,OrdereinstellungenAnzahl,GeschaefteAnzahl,GeschaefteKurswert,OrderloeschungenAnzahl,OrderaenderungenAnzahl,KurswertMedian,OrdereinstellungenWertMedian,MarketMakerAnzahl,ISIN,date
72,1,1,1080.0,0,0,1080.0,2000,1,DE000LS8D8G2,2020-12-07
73,2,1,52.36,0,0,52.36,1400,1,CA63902L1004,2020-12-07
76,5,1,5445.0,0,0,5445.0,6150,1,CA0202833053,2020-12-07
77,4,2,5074.7,0,0,3943.2,406,1,AT0000A00XX9,2020-12-07
79,1,1,1639.7,0,0,1639.7,5,1,DE000LS9AJV2,2020-12-07
82,128,17,338453.215,0,0,3378.76,9,1,IE00B5BMR087,2020-12-07
83,1,1,198.0,0,0,198.0,600,1,DE000LS78LL4,2020-12-07
84,4,1,2679.95,0,0,2679.95,1,1,US12503M1080,2020-12-07
85,1,1,1852.2,0,0,1852.2,2940,1,DE000LS69DX5,2020-12-07
86,2,1,838.46,0,0,838.46,4,1,AT0000936513,2020-12-07
90,45,14,68979.04,0,0,2070.45,11,1,DE000LS9PWA7,2020-12-07
91,1,1,8707.4,0,0,8707.4,1970,1,DE000LS63CG5,2020-12-07
94,1,1,2215.8,0,0,2215.8,15,1,DE000LS9GLG6,2020-12-07
95,2,2,1322.2,0,0,1018.0,200,1,DE000LS8H3P0,2020-12-07
96,14,2,10242.0,0,0,5472.0,200,1,DE000LS8N5A9,2020-12-07
98,9,1,735.8,0,0,735.8,1000,1,DE000LS560U7,2020-12-07
100,4,1,474.0,0,0,474.0,316,1,DE000LS76WU6,2020-12-07
101,13,1,1840.0,0,0,1840.0,800,1,DE000LS76X64,2020-12-07
102,49,10,28476.0,0,0,3052.0,100,1,DE0007461006,2020-12-07
104,13,3,4508.4,0,0,1890.0,1,1,US2908462037,2020-12-07
107,16,5,35148.25,0,0,7610.5,20,1,FR0000073272,2020-12-07
108,2,1,428.8,0,0,428.8,20,1,LU0292097317,2020-12-07
109,1,1,486.0,0,0,486.0,100,1,DE000LS8B2N3,2020-12-07
110,5,2,16785.12,0,0,16674.0,2,1,IE00B0M63623,2020-12-07
113,333,45,146259.02,0,0,2138.4,160,1,DE000A0KEXC7,2020-12-07
114,7,1,2070.0,0,0,2070.0,1,1,JP3274070006,2020-12-07
115,1,1,308.0,0,0,308.0,200,1,DE000LS63TR6,2020-12-07
116,13,2,6520.0,0,0,3640.0,150,1,CA8787423034,2020-12-07
117,5,1,312.0,0,0,312.0,1000,1,CA3007632084,2020-12-07
119,8,2,6139.45,0,0,5424.75,2,1,US70432V1026,2020-12-07
121,804,63,846413.855,0,0,4558.5,1200,1,DE0005557508,2020-12-07
122,2,1,5016.0,0,0,5016.0,22800,1,DE000LS8N5M4,2020-12-07
123,238,15,62677.63,0,0,1510.0,1,1,LU1296758029,2020-12-07
124,24,2,8334.0,0,0,4170.0,3,1,US7960508882,2020-12-07
125,2,1,11059.86,0,0,11059.86,357,1,CH0190891181,2020-12-07
126,4,2,2460.0,0,0,1836.0,800,1,DE000LS8NX10,2020-12-07
130,4,1,850.0,0,0,850.0,1000,1,DE000LS8G0X1,2020-12-07
132,49,7,6942.5,0,0,960.0,1,1,DE000LS8EM63,2020-12-07
133,1,1,1055.6,0,0,1055.6,812,1,DE000LS77ZW3,2020-12-07
135,5,1,921.963,0,0,921.963,21,1,LU0136240974,2020-12-07
137,2,1,3688.52,0,0,3688.52,4444,1,DE000LS8NX28,2020-12-07
138,1,1,1280.4,0,0,1280.4,22,1,FR0000120107,2020-12-07
139,5,2,1792.55,0,0,1086.3,500,1,US5288723027,2020-12-07
141,17,1,8280.75,0,0,8280.75,183,1,LU0392496344,2020-12-07
143,36,1,8860.5,0,0,8860.5,1,1,FR0000121485,2020-12-07
147,14,1,178.8,0,0,178.8,12,1,US45781D1019,2020-12-07
148,3,1,74.91,0,0,74.91,51,1,US91381U1016,2020-12-07
150,255,23,228840.16,0,0,3683.5,65,1,DE0005190003,2020-12-07
154,2,2,786.38,0,0,682.38,669,1,DE000LS75U01,2020-12-07
156,5,5,10471.7,0,0,2356.0,400,1,DE000LS76WR2,2020-12-07
157,9,3,2887.2,0,0,1104.0,30,1,US3596641098,2020-12-07
160,14,3,8988.2,0,0,4148.4,120,1,US31572Q8087,2020-12-07
161,7,1,1408.0,0,0,1408.0,110,1,US4771431016,2020-12-07
164,4,3,10551.96,0,0,2621.96,2222,1,DE000LS8NX02,2020-12-07
165,7,1,332.0,0,0,332.0,5,1,FR0004125920,2020-12-07
166,3,1,946.0,0,0,946.0,11,1,US5627501092,2020-12-07
167,5,1,351.9,0,0,351.9,230,1,DE000LS8H3Z9,2020-12-07
168,233,11,43059.32,0,0,2988.0,1,1,DE000A13SX22,2020-12-07
170,2,1,543.4,0,0,543.4,380,1,DE000LS7V2J8,2020-12-07
171,12,3,2561.46,0,0,1046.0,200,1,DE000LS8G0W3,2020-12-07
172,282,15,152350.18,0,0,4641.7,3,1,DE000EWG0LD1,2020-12-07
175,13,3,6876.0,0,0,1420.0,50,1,US6293775085,2020-12-07
176,1,1,416.0,0,0,416.0,100,1,DE000LS8H3W6,2020-12-07
177,3,1,2031.0,0,0,2031.0,20,1,DE000A133ZY6,2020-12-07
179,9,3,11611.26,0,0,762.02,94,1,LU0392495023,2020-12-07
180,5,1,6127.0,0,0,6127.0,100,1,LU0274209237,2020-12-07
181,83,2,20177.0,0,0,11840.0,0,1,DE0007193500,2020-12-07
186,1,1,190.0,0,0,190.0,50,1,DE000LS8H3X4,2020-12-07
187,3,3,4813.0,0,0,1688.0,400,1,DE000LS8G0U7,2020-12-07
188,2,1,452.0,0,0,452.0,100,1,MHY2065G1219,2020-12-07
189,213,60,162410.83,0,0,1500.0,200,1,DE000LS6XP93,2020-12-07
192,879,116,571222.0,0,0,2992.0,35,1,DE0006636681,2020-12-07
193,9,1,847.65,0,0,847.65,500,1,DE000ETFL326,2020-12-07
196,123,4,15084.52,0,0,2031.0,0,1,DE0005545503,2020-12-07
197,1,1,105.28,0,0,105.28,1,1,LU0392496260,2020-12-07
198,10,1,5396.0,0,0,5396.0,250,1,LU1900068914,2020-12-07
199,1,1,1910.4,0,0,1910.4,150,1,LU0488316992,2020-12-07
200,52,16,147430.65,0,0,10087.5,20,1,FR0000120073,2020-12-07
202,78,9,1428.5,0,0,82.5,4500,1,CA1266321084,2020-12-07
203,92,1,18189.0,0,0,18189.0,100,1,US4567881085,2020-12-07
204,3,1,118.0,0,0,118.0,5,1,US74934Q1085,2020-12-07
206,8,3,6700.1,0,0,2892.0,1200,1,DE000LS8N564,2020-12-07
207,22,7,18895.5,0,0,2529.0,15,1,CH0023405456,2020-12-07
208,5,1,1740.0,0,0,1740.0,2000,1,DE000LS64EZ9,2020-12-07
209,4,2,458.0,0,0,232.0,100,1,US34960Q1094,2020-12-07
210,1,1,517.708,0,0,517.708,58,1,SE0001662230,2020-12-07
211,2,1,1056.0,0,0,1056.0,800,1,US52187K1016,2020-12-07
214,1390,70,315416.24,0,0,1376.8,250,1,CA05156X8843,2020-12-07
215,1,1,716.15,0,0,716.15,5,1,DE000LS9JUF3,2020-12-07
216,11,1,19.4,0,0,19.4,1,1,AU0000007627,2020-12-07
217,1,1,1032.0,0,0,1032.0,800,1,DE000LS7KC84,2020-12-07
218,25,4,21178.25,0,0,5520.0,100,1,DE0005190037,2020-12-07
219,248,16,210133.374,0,0,2187.3,2000,1,GB00BH4HKS39,2020-12-07
220,5,2,7132.53,0,0,4966.55,170,1,IE00BL25JN58,2020-12-07
221,193,9,77457.0,0,0,2530.0,10000,1,DE000LS8N572,2020-12-07
223,3,1,35.7,0,0,35.7,1,1,DE000LS72JM9,2020-12-07
224,2,1,333.0,0,0,333.0,75,1,DE000LS69UN0,2020-12-07
225,1,1,737.04,0,0,737.04,888,1,DE000LS8B1Q8,2020-12-07
227,12,2,3623.0,0,0,2300.0,1,1,DE000LS7P0A9,2020-12-07
228,10,3,9195.0,0,0,2205.0,500,1,DE000LS8D7W1,2020-12-07
229,2,1,45.0,0,0,45.0,15000,1,HK0250031678,2020-12-07
230,1,1,389.61,0,0,389.61,333,1,DE000LS75SW2,2020-12-07
231,57,3,3820.5,0,0,1625.0,100,1,US81362J2096,2020-12-07
233,25,2,9086.55,0,0,7993.5,100,1,US2270461096,2020-12-07
234,7,5,6562.2,0,0,700.0,130,1,DE000LS8LQ11,2020-12-07
235,337,23,85896.0,0,0,1500.0,14,1,US31188V1008,2020-12-07
236,3,1,3550.0,0,0,3550.0,200,1,LU1215461325,2020-12-07
237,116,12,27185.098,0,0,2037.0,1,1,CH0043238366,2020-12-07
238,21,3,32665.8,0,0,11419.2,5,1,US1729081059,2020-12-07
239,19,3,14460.0,0,0,4880.0,1000,1,DE000LS74PT7,2020-12-07
240,14,1,2030.0,0,0,2030.0,50,1,DE000A2YNT30,2020-12-07
242,4,1,376.8,0,0,376.8,12,1,US0044981019,2020-12-07
243,3,1,3.48,0,0,3.48,174,1,SG1T36930298,2020-12-07
246,114,6,25978.265,0,0,3822.0,3750,1,IE0005042456,2020-12-07
247,66,3,2707.5,0,0,855.0,1,1,DE000LS8MC40,2020-12-07
249,22,9,12909.47,0,0,450.0,66,1,DE000LS8LQ29,2020-12-07
250,1,1,96.0,0,0,96.0,96,1,DE000LS75SX0,2020-12-07
251,1,1,840.0,0,0,840.0,250,1,DE000LS8MT58,2020-12-07
254,29,4,84045.05,0,0,20044.0,120,1,US42824C1099,2020-12-07
256,4,1,396.0,0,0,396.0,900,1,DE000LS8DZ93,2020-12-07
259,2,1,269.75,0,0,269.75,65,1,DE000LS5S4U8,2020-12-07
260,1,1,6513.0,0,0,6513.0,200,1,VGG1890L1076,2020-12-07
262,60,4,10594.38,0,0,2842.2,1,1,US92532F1003,2020-12-07
263,1,1,4.025,0,0,4.025,161,1,LU1377527517,2020-12-07
264,1,1,94.25,0,0,94.25,1,1,IE00B459R192,2020-12-07
267,4,1,977.62,0,0,977.62,2,1,DE000LS9EEQ5,2020-12-07
268,14,1,920.0,0,0,920.0,1,1,US2480191012,2020-12-07
269,4,1,186.48,0,0,186.48,333,1,DE000LS8B1P0,2020-12-07
270,36,3,1169600.0,0,0,389800.0,20000,1,DE000LS8CW71,2020-12-07
272,1362,139,1087169.4,0,0,3348.0,150,1,US7170811035,2020-12-07
273,4,2,1469.6,0,0,1001.0,350,1,JP3300600008,2020-12-07
274,26,1,1464.0,0,0,1464.0,1,1,US29472R1086,2020-12-07
275,3,2,49892.0,0,0,36792.0,2000,1,DE000LS7A563,2020-12-07
277,35,9,117717.535,0,0,13095.0,400,1,US98585N1063,2020-12-07
283,18,4,24962.4,0,0,1575.0,12,1,DE0006042708,2020-12-07
284,10,1,20.57,0,0,20.57,11,1,KYG9828G1082,2020-12-07
286,195,11,12728.114,0,0,554.0,1950,1,CA4196211078,2020-12-07
288,10,2,3571.0,0,0,2640.0,12,1,US93148P1021,2020-12-07
289,9,1,1544.0,0,0,1544.0,1,1,US83417Q1058,2020-12-07
290,3,1,27050.0,0,0,27050.0,100,1,BE0003717312,2020-12-07
291,12,2,1638.9,0,0,1105.4,20,1,CA1350861060,2020-12-07
293,10,5,14157.01,0,0,1330.23,1,1,DE000LS9AJF5,2020-12-07
295,6,2,7340.0,0,0,5418.0,140,1,US09609G1004,2020-12-07
296,46,2,7045.0,0,0,5670.0,80,1,US5132721045,2020-12-07
297,4,1,343.0,0,0,343.0,686,1,DE000LS8DZ85,2020-12-07
298,48,6,121224.5,0,0,3003.0,0,1,IE00B44Z5B48,2020-12-07
299,5,2,8508.0,0,0,6400.0,10000,1,DE000LS764S9,2020-12-07
300,41,3,14793.8,0,0,5985.8,150,1,US14147L1089,2020-12-07
301,16,3,6608.9,0,0,1992.0,4600,1,DE000A0STST2,2020-12-07
302,1,1,400.0,0,0,400.0,400,1,DE000LS8NW45,2020-12-07
303,6,3,3788.08,0,0,1569.0,84,1,DE000LS8MT17,2020-12-07
304,1,1,4052.048,0,0,4052.048,104,1,LU0721552973,2020-12-07
305,92,6,13059.54,0,0,2002.288,333,1,LU1681045370,2020-12-07
307,2,1,5192.0,0,0,5192.0,220,1,US50077C1062,2020-12-07
311,6,2,4041.0,0,0,3840.0,10000,1,CNE100000114,2020-12-07
312,23,2,4865.78,0,0,2524.905,25,1,IE00B9M6RS56,2020-12-07
313,98,3,7765.7,0,0,2275.5,0,1,GB0005405286,2020-12-07
314,2,1,523.18,0,0,523.18,70,1,LU0967739193,2020-12-07
315,2,1,470.0,0,0,470.0,2000,1,DE000LS64FE1,2020-12-07
317,74,9,55935.202,0,0,3489.6,175,1,LU1598757687,2020-12-07
318,2,2,2129.2,0,0,1630.2,330,1,DE000LS8H3M7,2020-12-07
319,25,1,19300.0,0,0,19300.0,1,1,AU000000SHL7,2020-12-07
321,9,2,2060.0,0,0,1030.0,21,1,US8765685024,2020-12-07
322,5,1,200.0,0,0,200.0,800,1,DE000LS7S9T7,2020-12-07
323,19,4,13698.15,0,0,2174.9,1,1,US7599161095,2020-12-07
324,7,1,1178.995,0,0,1178.995,29,1,US1344291091,2020-12-07
325,362,73,538639.5,0,0,2850.0,99,1,US03152W1099,2020-12-07
326,11,2,5196.0,0,0,4224.0,36,1,JE00BYPZJM29,2020-12-07
327,8,5,21882.7,0,0,2040.0,400,1,DE000LS8H3N5,2020-12-07
330,1,1,367.25,0,0,367.25,5,1,IE00BK5BQW10,2020-12-07
331,4,1,1669.227,0,0,1669.227,16527,1,CA14712X1078,2020-12-07
332,1,1,1120.0,0,0,1120.0,500,1,DE000LS8KN98,2020-12-07
333,33,3,6483.3,0,0,1767.3,1,1,LU1829220216,2020-12-07
334,12,4,19617.13,0,0,1608.09,11,1,DE000A1DCTL3,2020-12-07
335,7,1,534.8,0,0,534.8,28,1,DE000A0JM2M1,2020-12-07
340,2062,180,538623.956,0,0,1327.0,250,1,KYG9830T1067,2020-12-07
341,8,2,2263.0,0,0,1903.0,1,1,DE000LS7GY43,2020-12-07
342,1,1,245.7,0,0,245.7,90,1,SE0000188518,2020-12-07
343,5,2,1862.0,0,0,1400.0,700,1,DE000LS78LH2,2020-12-07
347,2,1,720.0,0,0,720.0,500,1,DE000LS8KN80,2020-12-07
348,132,9,21734.52,0,0,522.0,3000,1,GB00B11SZ269,2020-12-07
350,1,1,3092.55,0,0,3092.55,150,1,LU1981859819,2020-12-07
351,19,2,1361.2,0,0,1156.0,22000,1,CA69938L1058,2020-12-07
356,65,6,32572.8,0,0,6244.0,60,1,DE000TLX1005,2020-12-07
357,1,1,465.5,0,0,465.5,950,1,DE000LS8G0F8,2020-12-07
358,91,25,321197.8,0,0,819.15,0,1,LU0478205379,2020-12-07
359,43,1,734.5,0,0,734.5,290,1,US71922G2093,2020-12-07
360,3,1,819.0,0,0,819.0,273,1,DE000LS74PZ4,2020-12-07
362,12,3,5427.0,0,0,1110.0,1,1,CA51669T1012,2020-12-07
364,232,31,93873.5,0,0,1988.0,1,1,CH0042615283,2020-12-07
365,38,5,12560.64,0,0,1300.8,100,1,BRVALEACNOR0,2020-12-07
366,1,1,2636.0,0,0,2636.0,200,1,DE000LS5A0J9,2020-12-07
367,19,2,4403.6,0,0,3180.0,380,1,HK0000264595,2020-12-07
370,14,3,4352.714,0,0,1044.48,456,1,IE00BD1F4M44,2020-12-07
371,2,2,3589.76,0,0,2505.6,9,1,DE000LS9PVY9,2020-12-07
373,38,5,32518.6,0,0,7638.0,160,1,DE000A0MVLS8,2020-12-07
374,1734,173,222208.117,0,0,574.0,550,1,CA09076N1096,2020-12-07
375,4,1,72961.045,0,0,72961.045,100,1,US23355L1061,2020-12-07
376,2,1,155.2,0,0,155.2,4,1,US25157Y2028,2020-12-07
379,3,1,1341.027,0,0,1341.027,9,1,DE0008474024,2020-12-07
380,30,2,25220.0,0,0,24200.0,1,1,DE000LS8N580,2020-12-07
381,5,1,1657.75,0,0,1657.75,25,1,US1924461023,2020-12-07
383,2,1,622.5,0,0,622.5,250,1,DE000LS8LQ52,2020-12-07
384,24,10,92129.8,0,0,2582.0,10,1,LU0290355717,2020-12-07
387,7,2,4098.325,0,0,4058.0,500,1,IE00BYVQ9F29,2020-12-07
388,19,16,36380.195,0,0,388.36,8,1,LU1737652823,2020-12-07
389,49,6,25248.552,0,0,5547.96,11,1,LU0323578657,2020-12-07
393,1,1,2565.0,0,0,2565.0,30,1,US1699051066,2020-12-07
394,23,2,3509.8,0,0,2522.5,30,1,US91913Y1001,2020-12-07
395,259,2,11560.0,0,0,7300.0,1,1,US87184Q1076,2020-12-07
396,7,2,2408.0,0,0,2030.0,1,1,DE000LS8LQ60,2020-12-07
397,4,1,854.0,0,0,854.0,700,1,DE000LS8N4X4,2020-12-07
398,47,2,298.0,0,0,170.0,50,1,DE000LS8HD61,2020-12-07
399,18,6,15434.53,0,0,1068.39,14,1,DE000LS9L8X6,2020-12-07
400,1,1,281.0,0,0,281.0,100,1,FR0010193052,2020-12-07
401,4,1,7611.2,0,0,7611.2,1,1,DE000LS9JU67,2020-12-07
402,8,2,5070.0,0,0,3030.0,200,1,US2948216088,2020-12-07
403,206,5,141163.87,0,0,2976.04,2000,1,IE00B60SX394,2020-12-07
406,4,4,7015.17,0,0,1650.0,1000,1,DE000LS77HM2,2020-12-07
408,6,1,381.31,0,0,381.31,1,1,DE000LS9FYK3,2020-12-07
414,6,1,1473.0,0,0,1473.0,1,1,NO0010791353,2020-12-07
415,4,2,1830.658,0,0,1373.466,2,1,DE0008490962,2020-12-07
416,4,4,11079.6,0,0,1433.76,1236,1,DE000LS73MC2,2020-12-07
417,6,1,181.9,0,0,181.9,85,1,US00770K2024,2020-12-07
418,1,1,1857.6,0,0,1857.6,720,1,DE000LS8H350,2020-12-07
420,30,5,240.58,0,0,11.2,1,1,DE000A2LQ900,2020-12-07
421,16,2,6893.72,0,0,5935.0,15,1,US5950171042,2020-12-07
423,254,28,186201.88,0,0,3796.0,20,1,DE000A1K0235,2020-12-07
425,171,40,133980.12,0,0,1964.75,29,1,US00507V1098,2020-12-07
426,13,1,5942.4,0,0,5942.4,26,1,DE000A0F5UK5,2020-12-07
427,18,4,6770.92,0,0,1986.96,18,1,DE000ETFL235,2020-12-07
428,135,7,14548.7,0,0,2200.0,270,1,DE000LS8HD38,2020-12-07
430,1,1,282.46,0,0,282.46,2,1,DE000LS9PVE1,2020-12-07
432,3,3,14255.89,0,0,3848.32,16,1,DE000LS9JTR0,2020-12-07
435,3,2,1771.0,0,0,975.0,400,1,DE000LS8GA24,2020-12-07
436,674,29,372066.294,0,0,4610.898,180,1,GB00B03MM408,2020-12-07
438,27,25,292246.085,0,0,795.06,28,1,IE00B95PGT31,2020-12-07
441,78,6,38273.03,0,0,5058.9,23,1,IE00B8GKDB10,2020-12-07
442,27,2,22226.124,0,0,18816.46,0,1,DE000A0F5UJ7,2020-12-07
443,31,2,3899.4,0,0,2787.0,20,1,JE00B5TT1872,2020-12-07
445,5,2,3051.4,0,0,2080.5,700,1,AU0000066086,2020-12-07
446,2,1,157.68,0,0,157.68,146,1,DE000LS8J992,2020-12-07
447,7,2,9855.0,0,0,4995.0,1,1,US8693671021,2020-12-07
448,1,1,2490.0,0,0,2490.0,3000,1,DE000LS8H335,2020-12-07
450,34,7,6860.392,0,0,849.016,30,1,IE0031442068,2020-12-07
451,2,1,697.8,0,0,697.8,3,1,IE00B1FZS806,2020-12-07
452,5,3,585.29,0,0,52.8,115,1,DE000LS8HD46,2020-12-07
453,9,1,9983.0,0,0,9983.0,1,1,KYG8087W1015,2020-12-07
455,11,2,1821.0,0,0,1575.0,50,1,DE000LS8HD20,2020-12-07
459,15,7,8013.4,0,0,751.08,42,1,DE000A12B8Z4,2020-12-07
460,19,1,16.456,0,0,16.456,33,1,US89853L1044,2020-12-07
461,75,24,57973.3,0,0,1264.0,150,1,DE000LS631A8,2020-12-07
462,2,1,5265.0,0,0,5265.0,1350,1,US19626G1085,2020-12-07
463,139,21,158200.2,0,0,5056.0,11,1,DE000A0F5UH1,2020-12-07
465,143,3,1936.2,0,0,420.2,0,1,US05606L1008,2020-12-07
466,5,1,1984.31,0,0,1984.31,1,1,LU1275255799,2020-12-07
467,2,1,3362.4,0,0,3362.4,90,1,IT0001078911,2020-12-07
468,351,35,170434.635,0,0,2650.3,63,1,GB0002875804,2020-12-07
469,4,2,3994.29,0,0,2958.5,100,1,DE000ETFL268,2020-12-07
473,74,6,15775.45,0,0,2445.0,2,1,DE000A1K0201,2020-12-07
475,32,1,283.0,0,0,283.0,1,1,GB00BK7YQK64,2020-12-07
477,4,1,3330.0,0,0,3330.0,50,1,BMG4069C1486,2020-12-07
478,2,1,446.0,0,0,446.0,100,1,DE000LS7R625,2020-12-07
479,5,1,6190.0,0,0,6190.0,1,1,DE000LS8J943,2020-12-07
480,5,2,12254.78,0,0,8002.96,335,1,DE000A0F5UG3,2020-12-07
483,126,6,4366.0,0,0,570.0,9000,1,CA03464C1068,2020-12-07
484,9,2,5917.65,0,0,5610.0,15,1,FR0000121501,2020-12-07
485,19,1,579.0,0,0,579.0,400,1,CA3208901064,2020-12-07
488,6,1,10000.0,0,0,10000.0,1,1,CH0001752309,2020-12-07
490,22,1,275.25,0,0,275.25,1500,1,CA0765881028,2020-12-07
492,11,2,852.5,0,0,534.0,910,1,US81727U1051,2020-12-07
493,3,1,1262.4,0,0,1262.4,6,1,IL0011301780,2020-12-07
494,2,1,2141.0,0,0,2141.0,1000,1,IT0005252140,2020-12-07
495,41,1,384.85,0,0,384.85,500,1,US1897631057,2020-12-07
497,210,23,187987.92,0,0,2013.6,10,1,DE000A0F5UF5,2020-12-07
498,30,7,440584.89,0,0,8699.625,200,1,IE00B945VV12,2020-12-07
499,3,1,285.505,0,0,285.505,319,1,US82655M1071,2020-12-07
502,4,4,22810.0,0,0,5740.0,1000,1,DE000LS8HD04,2020-12-07
503,790,25,98777.23,0,0,2194.634,300,1,US6745991058,2020-12-07
504,322,26,257560.52,0,0,2205.6,100,1,DE000PAH0038,2020-12-07
508,110,6,4364.524,0,0,350.268,1000,1,CA64112G1054,2020-12-07
509,10,2,22263.5,0,0,19481.0,100,1,DE000A0F5UE8,2020-12-07
510,27,1,185.25,0,0,185.25,1,1,US0076243072,2020-12-07
515,5,1,2085.0,0,0,2085.0,1,1,DE000LS77HU5,2020-12-07
516,1,1,243.8,0,0,243.8,1,1,DE000LS9CPJ0,2020-12-07
517,116,10,18148.07,0,0,1432.05,2,1,US70614W1009,2020-12-07
518,65,4,36542.96,0,0,12572.0,0,1,DE0007480204,2020-12-07
519,10,1,234.32,0,0,234.32,101,1,US36117V1052,2020-12-07
522,9,3,18246.925,0,0,7386.0,50,1,IE00B579F325,2020-12-07
524,12,2,13806.08,0,0,7158.95,1,1,DE000A2AQ952,2020-12-07
526,1,1,710.0,0,0,710.0,1000,1,DE000LS764Q3,2020-12-07
528,46,11,88009.3,0,0,4046.4,150,1,IE00B57X3V84,2020-12-07
531,2,1,590.0,0,0,590.0,500,1,DE000LS78KY9,2020-12-07
536,11,1,5052.8,0,0,5052.8,160,1,IE00B1W57M07,2020-12-07
539,2,1,256.6,0,0,256.6,1,1,DE000LS9HNU1,2020-12-07
540,16,4,71245.585,0,0,19928.025,50,1,LU0480132876,2020-12-07
541,5,1,922.0,0,0,922.0,1,1,DE000A0STSQ8,2020-12-07
543,3,1,1096.0,0,0,1096.0,200,1,CA45826T3010,2020-12-07
546,7,1,5546.8,0,0,5546.8,30,1,US59045L1061,2020-12-07
547,77,7,76731.5,0,0,10170.0,250,1,US60879B1070,2020-12-07
549,62,2,15323.7,0,0,14948.7,0,1,CH0014852781,2020-12-07
550,16,4,23573.4,0,0,7140.0,230,1,DE000LS77HS9,2020-12-07
551,178,9,64053.8,0,0,2704.0,0,1,NL0012817175,2020-12-07
553,118,8,49743.08,0,0,6312.0,0,1,AT0000743059,2020-12-07
556,5,1,198.0,0,0,198.0,300,1,US60855D1019,2020-12-07
557,90,8,24927.5,0,0,2500.0,50,1,US45773H2013,2020-12-07
561,11,2,5572.5,0,0,4500.0,55,1,DE000LS77HT7,2020-12-07
562,51,13,51116.56,0,0,2000.0,8,1,US2561631068,2020-12-07
563,1,1,1010.82,0,0,1010.82,102,1,DE000LS64ET2,2020-12-07
565,3,1,37543.0,0,0,37543.0,76,1,IE00BG0SKF03,2020-12-07
566,3,1,2866.6,0,0,2866.6,10,1,DE000LS9QHL3,2020-12-07
568,311,38,307900.39,0,0,3719.0,40,1,FR0000120271,2020-12-07
569,98,17,107223.275,0,0,1034.75,50,1,US35671D8570,2020-12-07
570,155,5,14346.6,0,0,2736.0,0,1,DE000A0LAUP1,2020-12-07
571,48,2,1303.45,0,0,1148.55,15,1,JP3435000009,2020-12-07
572,4,1,1261.6,0,0,1261.6,400,1,US14817C1071,2020-12-07
574,9,1,10084.8,0,0,10084.8,163,1,LU2089238203,2020-12-07
578,10,2,6639.544,0,0,5555.944,6000,1,CA91688R1082,2020-12-07
579,5,1,2031.4,0,0,2031.4,138,1,IT0000062072,2020-12-07
580,104,12,42881.73,0,0,2580.0,23,1,US1101221083,2020-12-07
583,1,1,3056.4,0,0,3056.4,360,1,DE000LS74PJ8,2020-12-07
584,62,8,10973.72,0,0,1355.97,35,1,IE00BM67HT60,2020-12-07
585,3,1,7680.0,0,0,7680.0,8000,1,DE000LS7S9A7,2020-12-07
586,15,2,2075.15,0,0,1037.575,11,1,LU1390062245,2020-12-07
588,3,1,1367.5,0,0,1367.5,100,1,SE0000862997,2020-12-07
590,3,3,3408.75,0,0,972.0,200,1,DE000LS77HR1,2020-12-07
591,1,1,1146.0,0,0,1146.0,5,1,US78410G1040,2020-12-07
593,13,1,101.0,0,0,101.0,1,1,US1651677437,2020-12-07
596,88,2,3814.35,0,0,3466.5,0,1,NL0011794037,2020-12-07
597,1,1,172.0,0,0,172.0,40,1,US91705J1051,2020-12-07
598,14,2,1252.95,0,0,1000.45,1,1,DE000LS77Z12,2020-12-07
599,3,1,150.0,0,0,150.0,1,1,DE000LS73MD0,2020-12-07
600,1,1,2325.22,0,0,2325.22,551,1,DE000LS4FW64,2020-12-07
601,5,2,3081.0,0,0,1580.0,20,1,US4830077040,2020-12-07
602,3,1,9900.0,0,0,9900.0,10000,1,DE000LS8H2U2,2020-12-07
603,1484,92,1394216.99,0,0,5716.0,50,1,DE0007100000,2020-12-07
604,25,4,7577.65,0,0,2055.0,10,1,JP3734800000,2020-12-07
605,5,1,0.775,0,0,0.775,1,1,CA10567D2041,2020-12-07
606,3,1,2075.76,0,0,2075.76,10,1,DE000LS9FHK8,2020-12-07
607,29,6,5987.7,0,0,1108.8,100,1,US9108734057,2020-12-07
608,56,15,584100.456,0,0,2247.339,1000,1,IE00BF4RFH31,2020-12-07
609,11,7,9369.0,0,0,1350.0,500,1,DE000LS8HD79,2020-12-07
611,2,1,1074.48,0,0,1074.48,888,1,CA16890P1036,2020-12-07
613,5,1,479300.0,0,0,479300.0,1000,1,DE000A0E5JD4,2020-12-07
614,12,2,44781.72,0,0,42838.02,15,1,DE000ETFL201,2020-12-07
615,6,2,1175.65,0,0,1098.25,10000,1,CA30207T1049,2020-12-07
617,3,1,14050.0,0,0,14050.0,1,1,DE000LS7P058,2020-12-07
618,2,1,143.91,0,0,143.91,4,1,DE000A1EK3B8,2020-12-07
619,2,1,41.4,0,0,41.4,1000,1,DE000LS73ME8,2020-12-07
620,3,2,467.0,0,0,338.0,10,1,US9092143067,2020-12-07
621,3,1,4692.0,0,0,4692.0,50,1,US7782961038,2020-12-07
622,1,1,1094.0,0,0,1094.0,200,1,DE000LS77HP5,2020-12-07
625,5,1,1514.0,0,0,1514.0,200,1,NO0010815673,2020-12-07
626,128,9,11575.866,0,0,1164.168,1700,1,CNE100001TJ4,2020-12-07
