,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
613,US9224751084,38,27,39147.80,14,1,665.40,,1,2022-01-04
614,GB00BJLP1Y77,3,3,835.26,0,0,257.13,,1,2022-01-04
615,US14817C1071,19,8,10738.75,9,0,677.43,,1,2022-01-04
616,US87165B1035,8,3,2740.14,1,0,301.07,,1,2022-01-04
617,US2605571031,14,10,7007.72,4,0,334.89,,1,2022-01-04
618,IE0004906560,6,4,19115.15,1,0,4779.35,,1,2022-01-04
619,FR0000053027,3,1,483.00,1,0,,,1,2022-01-04
620,FR0000071946,1,1,7163.20,0,0,,,1,2022-01-04
621,GB0002018363,2,1,338.80,0,0,,,1,2022-01-04
622,IT0005162406,1,0,0,1,0,,,1,2022-01-04
623,KYG851581069,109,46,105737.33,48,0,643.35,,1,2022-01-04
624,PLPLAYW00015,3,1,4800.00,1,0,,,1,2022-01-04
625,US02156B1035,10,9,4650.12,4,0,527.80,,1,2022-01-04
626,US0584981064,1,1,5581.80,0,0,,,1,2022-01-04
627,US5021751020,47,28,54555.78,11,0,520.34,,1,2022-01-04
628,US6792951054,54,28,47891.26,23,0,946.95,,1,2022-01-04
629,XS1979274708,2,2,16243.25,0,0,8121.63,,1,2022-01-04
630,DE000A2TST99,4,3,19642.10,0,0,5189.50,,1,2022-01-04
631,US8621211007,32,26,19491.80,2,0,291.73,,1,2022-01-04
632,US9128286M72,1,0,0,0,0,,,1,2022-01-04
633,US98419M1009,26,15,43188.80,10,0,2066.00,,1,2022-01-04
634,DE000TR7FU01,1,0,0,0,0,,,1,2022-01-04
635,US03837J1016,4,0,0,1,0,,,1,2022-01-04
636,US48138M1053,62,33,30979.58,27,0,497.76,,1,2022-01-04
637,CNE1000031W9,92,49,40710.67,37,0,416.25,,1,2022-01-04
638,DE000A2TR430,4,1,4730.00,2,0,,,1,2022-01-04
639,DE000TR7H4G3,4,1,2060.00,3,0,,,1,2022-01-04
640,US7677548726,1,0,0,0,0,,,1,2022-01-04
641,DE0006208408,12,3,4688.00,8,0,1962.00,,1,2022-01-04
642,DE000A0STSQ8,9,2,1130.90,7,0,565.45,,1,2022-01-04
643,DE000A1EWXA4,8,1,512.30,7,0,,,1,2022-01-04
644,DE000A1TNU68,1,0,0,1,0,,,1,2022-01-04
645,DE000A2G8X31,1,0,0,1,0,,,1,2022-01-04
646,DE000A2GS625,2,0,0,1,0,,,1,2022-01-04
647,DK0010272202,5,3,1716.50,0,0,344.90,,1,2022-01-04
648,MT0000580101,31,15,16759.09,14,0,844.80,,1,2022-01-04
649,NL0012661870,36,20,19685.85,12,0,519.37,,1,2022-01-04
650,US83417L1061,1,1,3.68,0,0,,,1,2022-01-04
651,US83587F2020,2,1,955.55,0,0,,,1,2022-01-04
652,FR0011271600,1,1,12.68,0,0,,,1,2022-01-04
653,CA09609Y1016,6,3,285.57,3,0,1.84,,1,2022-01-04
654,FR0013269123,11,3,7862.62,6,0,1807.65,,1,2022-01-04
655,GB0030927254,13,8,5241.63,1,0,674.19,,1,2022-01-04
656,IL0011331076,3,1,562.56,1,0,,,1,2022-01-04
657,JE00B3DCF752,2,0,0,2,0,,,1,2022-01-04
658,SE0001515552,1,1,189.84,0,0,,,1,2022-01-04
659,US04010L1035,17,12,3944.61,3,0,265.51,,1,2022-01-04
660,US08862E1091,220,100,129617.21,125,0,540.00,,1,2022-01-04
661,US29414B1044,18,14,13304.00,4,0,563.75,,1,2022-01-04
662,US36847Q1031,1,1,2066.40,0,0,,,1,2022-01-04
663,US65481N1000,30,11,9498.22,17,0,552.00,,1,2022-01-04
664,US7766961061,3,3,2962.20,0,0,420.20,,1,2022-01-04
665,US78573L1061,13,4,1555.06,9,0,383.11,,1,2022-01-04
666,US8608971078,2,2,362.91,0,0,181.45,,1,2022-01-04
667,CA69644D1087,3,3,8200.05,0,0,200.10,,1,2022-01-04
668,DE000TR7MWE3,2,1,0.33,1,0,,,1,2022-01-04
669,GB00B18S7B29,20,15,24313.71,5,0,421.40,,1,2022-01-04
670,GB00B4WQVY43,25,9,4323.79,15,0,13.96,,1,2022-01-04
671,JE00BJVNSS43,1,2,114323.00,0,0,57161.50,,1,2022-01-04
672,US35952H6018,104,44,69179.57,52,0,601.08,,1,2022-01-04
673,US90353T1007,52,28,23166.22,6,0,541.03,,1,2022-01-04
674,DE000A2TR0Y1,1,2,657.50,0,0,328.75,,1,2022-01-04
675,US6700024010,800,402,834710.78,334,0,719.52,,1,2022-01-04
676,DE000A2GSWY7,3,4,3600.00,0,0,900.00,,1,2022-01-04
677,US74758T3032,15,12,31365.90,4,0,1530.83,,1,2022-01-04
678,US54951L1098,16,6,3962.54,9,0,508.42,,1,2022-01-04
679,US98980L1017,134,75,143812.34,52,0,621.52,,1,2022-01-04
680,DE000TR7UW34,1,1,308.58,0,0,,,1,2022-01-04
681,CA29410K1084,2,2,868.00,0,0,434.00,,1,2022-01-04
682,CA9858441095,22,18,11949.60,5,0,364.35,,1,2022-01-04
683,DE000A0HL8N9,36,14,16342.80,13,0,642.00,,1,2022-01-04
684,MHY622674098,1,0,0,1,0,,,1,2022-01-04
685,NL0009434992,29,13,10964.04,15,0,842.00,,1,2022-01-04
686,NO0010073489,1,1,647.40,0,0,,,1,2022-01-04
687,US0080731088,1,0,0,0,0,,,1,2022-01-04
688,US22266L1061,3,2,3224.80,1,0,1612.40,,1,2022-01-04
689,US40415F1012,6,3,2519.00,3,0,600.00,,1,2022-01-04
690,US85571B1052,1,1,1495.44,0,0,,,1,2022-01-04
691,US92936U1097,31,16,46885.70,11,0,544.06,,1,2022-01-04
692,US05352A1007,4,5,2550.40,0,0,519.00,,1,2022-01-04
693,US75419T1034,1,1,523.20,0,0,,,1,2022-01-04
694,NL0013332471,18,8,6921.36,7,0,583.04,,1,2022-01-04
695,US3724274010,1,1,1430.00,0,0,,,1,2022-01-04
696,US69012T2069,7,1,383.40,6,0,,,1,2022-01-04
697,US74624M1027,11,9,19955.90,2,0,1119.60,,1,2022-01-04
698,DE000TR73FR9,1,0,0,0,0,,,1,2022-01-04
699,LU1883318740,5,4,17890.28,1,0,4339.85,,1,2022-01-04
700,DE000TR744G9,1,0,0,0,0,,,1,2022-01-04
701,US98138J2069,11,8,3618.47,3,0,61.35,,1,2022-01-04
702,CA6744822033,2,2,1488.76,0,0,744.38,,1,2022-01-04
703,US22788C1053,194,135,144252.84,51,0,516.00,,1,2022-01-04
704,US45104G1040,1,1,4550.00,0,0,,,1,2022-01-04
705,DE000A1PG508,3,1,11.75,2,0,,,1,2022-01-04
706,XS2014291616,1,1,10488.00,0,0,,,1,2022-01-04
707,IL0011582033,177,112,89529.18,70,0,462.60,,1,2022-01-04
708,US04965G1094,2,0,0,1,0,,,1,2022-01-04
709,AU000000AMC4,3,2,21.60,0,0,10.80,,1,2022-01-04
710,DE000HZ0H115,1,0,0,1,0,,,1,2022-01-04
711,GB00B9275X97,1,1,24.99,0,0,,,1,2022-01-04
712,GB00BJ0LT190,1,2,10295.00,0,0,5147.50,,1,2022-01-04
713,US8177631053,2,2,706.19,0,0,353.10,,1,2022-01-04
714,US9291601097,2,2,1691.15,0,0,845.58,,1,2022-01-04
715,US98954M2008,15,11,4910.16,3,0,536.60,,1,2022-01-04
716,XS1605702536,1,0,0,0,0,,,1,2022-01-04
717,XS1807207581,1,0,0,0,0,,,1,2022-01-04
718,LU1953136527,20,9,4200.44,10,0,404.88,,1,2022-01-04
719,US10806X1028,23,15,24316.50,6,0,1500.00,,1,2022-01-04
720,US00650F1093,4,5,1813.00,0,0,259.60,,1,2022-01-04
721,US88339P1012,3,3,1219.10,0,0,464.40,,1,2022-01-04
722,DE000TRAT0N7,48,20,46806.94,24,0,804.00,,1,2022-01-04
723,DE000HZ0NCQ6,1,1,2790.00,0,0,,,1,2022-01-04
724,DE000A2R1SR7,3,4,1468.20,0,0,353.75,,1,2022-01-04
725,DE000A2YNT30,4,1,3961.70,0,0,,,1,2022-01-04
726,US09260D1072,10,9,11617.00,1,0,896.00,,1,2022-01-04
727,US5024311095,3,2,3078.95,1,0,1539.47,,1,2022-01-04
728,SE0012453835,2,2,14114.10,0,0,7057.05,,1,2022-01-04
729,CA4989033010,1,0,0,0,0,,,1,2022-01-04
730,DE000A2NBJL3,1,0,0,0,0,,,1,2022-01-04
731,DE000A1RQDG7,2,0,0,0,0,,,1,2022-01-04
732,DE000A2G8WJ4,1,0,0,0,0,,,1,2022-01-04
733,US52603A2087,97,21,28270.42,76,0,543.50,,1,2022-01-04
734,US85207UAF21,2,2,19514.88,0,0,9757.44,,1,2022-01-04
735,DE0001218063,4,2,2308.40,2,0,1154.20,,1,2022-01-04
736,DE000A0M93V6,3,2,2705.55,0,0,1352.78,,1,2022-01-04
737,DE000A2TR919,1,0,0,0,0,,,1,2022-01-04
738,CA86816U1066,1,0,0,1,0,,,1,2022-01-04
739,US31188V1008,53,36,37626.05,13,0,536.94,,1,2022-01-04
740,IE00BK5BC677,8,6,2965.42,1,0,215.46,,1,2022-01-04
741,IE00BK5BC891,61,32,32341.70,25,0,671.91,,1,2022-01-04
742,IE00BK5BCD43,12,8,7403.85,1,0,334.26,,1,2022-01-04
743,CA81732W1041,62,38,11711.90,18,0,254.67,,1,2022-01-04
744,US71944F1066,2,1,1592.80,0,0,,,1,2022-01-04
745,US03662Q1058,17,6,33337.00,10,0,1234.60,,1,2022-01-04
746,US4268971045,5,0,0,5,0,,,1,2022-01-04
747,US48576U1060,1,0,0,0,0,,,1,2022-01-04
748,US7163821066,44,2,1828.60,41,0,914.30,,1,2022-01-04
749,FR0000039091,1,0,0,1,0,,,1,2022-01-04
750,US36162J1060,2,2,20.98,0,0,10.49,,1,2022-01-04
751,US1474481041,3,3,1189.35,0,0,74.35,,1,2022-01-04
752,US3765361080,19,8,9277.34,9,0,522.56,,1,2022-01-04
753,US64828T2015,5,2,1057.58,3,0,528.79,,1,2022-01-04
754,XS2033386603,1,0,0,0,0,,,1,2022-01-04
755,US98421M1062,4,2,11370.36,1,0,5685.18,,1,2022-01-04
756,CA98985W1023,2,0,0,2,0,,,1,2022-01-04
757,DE000A2YNR08,7,2,4919.40,3,0,2459.70,,1,2022-01-04
758,US49338L1035,5,5,3210.40,0,0,353.60,,1,2022-01-04
759,US67011P1003,1,1,8.00,0,0,,,1,2022-01-04
760,DE000A2GSNF5,1,1,1050.00,0,0,,,1,2022-01-04
761,US58013MFJ80,2,2,25380.21,0,0,12690.10,,1,2022-01-04
762,CA1651841027,1,1,736.44,0,0,,,1,2022-01-04
763,CNE100003F01,1,1,2221.88,0,0,,,1,2022-01-04
764,US3811191069,1,1,39.83,0,0,,,1,2022-01-04
765,US69121K1043,8,4,3621.94,4,0,513.39,,1,2022-01-04
766,US72941H4002,221,41,29849.01,135,0,318.44,,1,2022-01-04
767,DE000TR8TWS6,4,2,2937.00,2,0,1468.50,,1,2022-01-04
768,GB00BYQ0HV16,1,1,301.80,1,0,,,1,2022-01-04
769,US04685N1037,1,1,14.10,0,0,,,1,2022-01-04
770,NO0010317340,5,5,1500.60,0,0,89.25,,1,2022-01-04
771,CA02650G2027,2,1,8.89,1,0,,,1,2022-01-04
772,CA7857133069,2,1,1042.42,1,0,,,1,2022-01-04
773,US0885792061,10,4,30985.66,6,0,8140.48,,1,2022-01-04
774,US7835132033,9,2,1064.00,5,0,532.00,,1,2022-01-04
775,CA07987C2040,1,1,133.19,0,0,,,1,2022-01-04
776,US0390142042,5,1,1770.00,4,0,,,1,2022-01-04
777,US24344T1016,2,0,0,1,0,,,1,2022-01-04
778,KYG9898N1161,1,0,0,0,0,,,1,2022-01-04
779,FR0013416716,9,8,8095.25,1,0,764.88,,1,2022-01-04
780,IE00BHXMHQ65,4,3,699.11,0,0,84.09,,1,2022-01-04
781,IE00BHZPJ015,6,5,23499.50,0,0,896.22,,1,2022-01-04
782,IE00BHZPJ452,5,5,4918.49,0,0,500.22,,1,2022-01-04
783,IE00BHZPJ569,34,23,248419.52,5,0,1654.65,,1,2022-01-04
784,IE00BHZPJ783,8,6,34536.38,2,0,1032.22,,1,2022-01-04
785,LU2009202107,26,19,73329.44,8,0,1400.40,,1,2022-01-04
786,DE000A2GSSY5,4,1,4995.50,0,0,,,1,2022-01-04
787,IE00BG47KB92,7,4,1823.66,3,0,362.38,,1,2022-01-04
788,IE00BG47KH54,5,4,4331.81,2,0,1128.33,,1,2022-01-04
789,IE00BGPP6697,1,1,887.93,0,0,,,1,2022-01-04
790,IE00BHZRQZ17,31,18,37819.75,13,0,447.46,,1,2022-01-04
791,IE00BJ5JPG56,72,43,59230.51,21,0,499.05,,1,2022-01-04
792,IE00BJRCLK89,1,1,64.99,0,0,,,1,2022-01-04
793,LU1931974262,2,2,246.48,0,0,123.24,,1,2022-01-04
794,LU1931974429,2,2,391.98,0,0,195.99,,1,2022-01-04
795,LU1931974775,10,5,11841.93,5,0,522.10,,1,2022-01-04
796,LU1931975152,3,2,451.93,0,0,225.97,,1,2022-01-04
797,LU1931975236,1,1,41.35,0,0,,,1,2022-01-04
798,US3843135084,1,0,0,0,0,,,1,2022-01-04
799,IE00BFYN8Y92,18,12,9550.65,5,0,658.38,,1,2022-01-04
800,IE00BDDRF924,2,2,313.47,0,0,156.74,,1,2022-01-04
801,IE00BDDRF700,27,15,16744.11,9,0,493.63,,1,2022-01-04
802,IE00BD4TXV59,1,1,274.12,0,0,,,1,2022-01-04
803,IE00BG11HV38,11,9,23401.31,2,0,731.34,,1,2022-01-04
804,IE00BHXMHK04,3,3,5394.60,0,0,2094.37,,1,2022-01-04
805,IE00BHZPHZ28,1,1,142.42,0,0,,,1,2022-01-04
806,IE00BHZPJ676,4,4,905.28,0,0,236.31,,1,2022-01-04
807,IE00BHZPJ890,1,1,198.22,0,0,,,1,2022-01-04
808,IE00BHZRQY00,5,3,3588.52,1,0,999.60,,1,2022-01-04
809,IE00BHZRR030,4,4,1671.80,0,0,348.94,,1,2022-01-04
810,IE00BJBLDK52,1,1,168.50,0,0,,,1,2022-01-04
811,IE00BJL36X53,1,1,59.72,0,0,,,1,2022-01-04
812,LU1861138961,26,13,48961.01,12,0,1456.78,,1,2022-01-04
813,US8740801043,2,0,0,0,0,,,1,2022-01-04
814,IE00BJQTJ848,3,2,184.93,0,0,92.47,,1,2022-01-04
815,FR0011720911,3,3,2421.72,0,0,927.90,,1,2022-01-04
816,IE00BGYWT403,4,5,1060.35,0,0,159.34,,1,2022-01-04
817,IE00BH04GL39,4,4,1868.47,0,0,347.02,,1,2022-01-04
818,IE00BJSFQW37,2,2,25.71,0,0,12.86,,1,2022-01-04
819,IE00BJSFR200,6,4,906.95,2,0,192.28,,1,2022-01-04
820,IE00BZ048579,1,1,261.96,0,0,,,1,2022-01-04
821,LU1048313974,3,3,1166.28,0,0,299.38,,1,2022-01-04
822,LU1852211991,1,1,5253.00,0,0,,,1,2022-01-04
823,US03782L1017,3,3,2326.80,0,0,578.00,,1,2022-01-04
824,US2264061068,5,0,0,5,0,,,1,2022-01-04
825,US36257Y1091,1,1,429.00,0,0,,,1,2022-01-04
826,XS2049726990,1,0,0,0,0,,,1,2022-01-04
827,NL0012191662,1,0,0,1,0,,,1,2022-01-04
828,CA03114B1022,2,2,4037.00,0,0,2018.50,,1,2022-01-04
829,CH0445689208,120,61,113066.28,48,0,515.36,,1,2022-01-04
830,IE00BF0H7608,1,1,11.31,0,0,,,1,2022-01-04
831,DE000HZ30JG2,1,1,499.56,0,0,,,1,2022-01-04
832,DE000A2YN777,7,0,0,7,0,,,1,2022-01-04
833,LU1861216510,6,4,4688.51,0,0,1161.36,,1,2022-01-04
834,US88025U1097,3,3,2165.50,1,0,626.50,,1,2022-01-04
835,US88034P1093,9,2,1088.00,5,0,544.00,,1,2022-01-04
836,LU1882445643,1,0,0,1,0,,,1,2022-01-04
837,LU1883314244,1,1,1728.42,0,0,,,1,2022-01-04
838,LU1883342377,1,1,785.17,0,0,,,1,2022-01-04
839,LU1883854199,4,2,5836.48,0,0,2918.24,,1,2022-01-04
840,LU1883872332,1,1,5152.84,0,0,,,1,2022-01-04
841,CA03062D1006,4,3,64.83,1,0,10.07,,1,2022-01-04
842,CA09564P1036,2,0,0,2,0,,,1,2022-01-04
843,CH0475552201,4,6,40226.50,0,0,717.23,,1,2022-01-04
844,CH0475986318,8,0,0,8,0,,,1,2022-01-04
845,LU0628613803,3,3,9389.31,0,0,4049.55,,1,2022-01-04
846,LU1861214812,3,4,23351.89,0,0,169.23,,1,2022-01-04
847,LU1861215389,2,2,14251.00,0,0,7125.50,,1,2022-01-04
848,LU1861217088,1,1,6002.40,0,0,,,1,2022-01-04
849,CH0454664001,108,71,308915.47,28,0,526.36,,1,2022-01-04
850,CH0454664027,147,104,167589.52,31,0,509.77,,1,2022-01-04
851,LU1861215975,8,7,30802.55,0,0,3001.41,,1,2022-01-04
852,US29415F1049,2,1,2224.75,1,0,,,1,2022-01-04
853,US6475811070,9,6,64219.35,1,0,15116.30,,1,2022-01-04
854,CA08783B1013,12,5,2263.66,7,0,153.35,,1,2022-01-04
855,CA86730L1094,23,8,1213.36,12,0,126.19,,1,2022-01-04
856,LU0552385618,5,2,9360.75,0,0,4680.38,,1,2022-01-04
857,LU1033933612,1,1,2803.12,0,0,,,1,2022-01-04
858,LU1238901323,2,2,6105.27,0,0,3052.63,,1,2022-01-04
859,SE0001824004,3,3,5242.40,0,0,1482.00,,1,2022-01-04
860,US2172041061,9,3,6756.40,5,0,1047.60,,1,2022-01-04
861,US89853L1044,3,2,148.40,0,0,74.20,,1,2022-01-04
862,SE0012853455,2,2,4794.99,1,0,2397.49,,1,2022-01-04
863,DE000A2YN900,561,307,529474.26,217,1,731.70,,1,2022-01-04
864,US70614W1009,150,63,55199.28,81,0,449.40,,1,2022-01-04
865,CA39342L1085,14,5,1880.96,6,0,381.00,,1,2022-01-04
866,CA8934631091,21,12,6501.89,5,0,206.77,,1,2022-01-04
867,US0576652004,1,1,1166.40,0,0,,,1,2022-01-04
868,US98262P1012,6,4,1576.95,0,0,338.90,,1,2022-01-04
869,CA0898041086,21,13,8908.16,6,0,580.00,,1,2022-01-04
870,LU1863261647,1,0,0,1,0,,,1,2022-01-04
871,LU1863264153,1,0,0,0,0,,,1,2022-01-04
872,LU1891311430,1,1,8159.23,0,0,,,1,2022-01-04
873,CA29385B1094,2,1,92.31,0,0,,,1,2022-01-04
874,US09075V1026,6466,2867,6650603.60,3346,1,979.25,,1,2022-01-04
875,US1156371007,1,1,6000.00,0,0,,,1,2022-01-04
876,DE000HZ459W5,1,1,229.52,0,0,,,1,2022-01-04
877,CA0158571053,1,1,996.45,0,0,,,1,2022-01-04
878,FR0010331421,1,0,0,1,0,,,1,2022-01-04
879,US58463J3041,22,18,8995.66,3,0,366.48,,1,2022-01-04
880,US9292361071,1,1,864.00,0,0,,,1,2022-01-04
881,US91818X1081,1,1,102.40,0,0,,,1,2022-01-04
882,US0909112072,3,3,484.07,0,0,177.96,,1,2022-01-04
883,US73278L1052,5,1,10243.80,3,0,,,1,2022-01-04
884,NL0000817179,6,6,15164.80,0,0,2045.80,,1,2022-01-04
885,US53224K3023,4,2,1331.25,1,0,665.63,,1,2022-01-04
886,US59100U1088,2,2,1177.00,0,0,588.50,,1,2022-01-04
887,US63008G2030,4,2,1401.55,1,0,700.77,,1,2022-01-04
888,CA013051EG84,1,1,139440.35,0,0,,,1,2022-01-04
889,GB00BKFB1C65,4,3,4293.50,0,0,1260.00,,1,2022-01-04
890,DE000A2H5ZG8,2,2,28206.12,0,0,14103.06,,1,2022-01-04
891,LU1616932866,1,0,0,0,0,,,1,2022-01-04
892,FR0000053506,4,1,996.00,2,0,,,1,2022-01-04
893,US6833441057,6,6,3788.50,0,0,309.25,,1,2022-01-04
894,US74039M2008,2,2,1009.79,0,0,504.89,,1,2022-01-04
895,CA58440B1013,2,3,740.00,0,0,288.00,,1,2022-01-04
896,US65290C1053,7,6,1561.18,1,0,258.79,,1,2022-01-04
897,DE000A2YPFU9,1,1,5214.00,0,0,,,1,2022-01-04
898,US03815U3005,2,2,537.62,0,0,268.81,,1,2022-01-04
899,US8902607063,4,1,1128.00,2,0,,,1,2022-01-04
900,US46284V1017,34,15,11890.69,17,0,594.49,,1,2022-01-04
901,USP91528AA03,1,0,0,0,0,,,1,2022-01-04
902,CA5503711080,1,1,554.40,0,0,,,1,2022-01-04
903,CA6882811046,1,1,119.65,0,0,,,1,2022-01-04
904,CA80013R2063,2,1,272.00,0,0,,,1,2022-01-04
905,DE000A2YPEZ1,3,1,300.00,0,0,,,1,2022-01-04
906,US42250P1030,3,3,776.40,0,0,258.64,,1,2022-01-04
907,XS2078696866,1,1,9560.00,0,0,,,1,2022-01-04
908,NL0014040206,3,1,1217.61,1,0,,,1,2022-01-04
909,US1567271093,13,7,8442.26,4,0,729.20,,1,2022-01-04
910,US05988J1034,2,1,1170.00,1,0,,,1,2022-01-04
911,DE000TR9SRM9,1,0,0,0,0,,,1,2022-01-04
912,DE000TR9SUT8,1,1,2720.00,0,0,,,1,2022-01-04
913,DE000TR9SZ58,1,1,1190.00,0,0,,,1,2022-01-04
914,DE000TR9SZN0,1,0,0,0,0,,,1,2022-01-04
915,DE000TR9SZP5,1,0,0,0,0,,,1,2022-01-04
916,DE000A2YPAJ3,1,1,10723.90,0,0,,,1,2022-01-04
917,LU1508476725,4,3,33661.98,1,1,2310.70,,1,2022-01-04
918,LU2037750168,1,1,101.35,0,0,,,1,2022-01-04
919,CH0496454155,8,8,4044.44,0,0,273.88,,1,2022-01-04
920,DE000HZ4WUJ6,4,4,4840.00,0,0,400.00,,1,2022-01-04
921,DE000A2YN256,5,4,26860.00,0,0,6950.00,,1,2022-01-04
922,CA92625W5072,1,2,147.92,0,0,73.96,,1,2022-01-04
923,FR0013451333,1,0,0,1,0,,,1,2022-01-04
924,US81761L1026,1,1,103.03,0,0,,,1,2022-01-04
925,XS2084488209,1,1,8301.60,0,0,,,1,2022-01-04
926,KYG017191142,67,36,34577.73,24,0,515.42,,1,2022-01-04
927,NO0010735343,6,5,1362.09,1,0,268.51,,1,2022-01-04
928,US6412558073,4,2,2377.94,2,0,1188.97,,1,2022-01-04
929,US86877M2098,4,3,1741.80,1,0,433.60,,1,2022-01-04
930,LU2037748774,2,1,451.30,1,0,,,1,2022-01-04
931,US8243481061,9,2,1801.60,5,0,900.80,,1,2022-01-04
932,US16383L1061,2,1,1615.50,1,0,,,1,2022-01-04
933,US82489T1043,6,1,1162.00,5,0,,,1,2022-01-04
934,US82837P4081,28,22,107762.20,7,0,1324.00,,1,2022-01-04
935,XS2089226026,2,1,10397.00,0,0,,,1,2022-01-04
936,US26817Q8868,1,4,3750.00,0,0,990.00,,1,2022-01-04
937,CA02377G1054,2,0,0,2,0,,,1,2022-01-04
938,US05464T1043,2,2,769.84,0,0,384.92,,1,2022-01-04
939,US9896961094,4,3,360.05,1,0,70.65,,1,2022-01-04
940,US92556H1077,2,2,96.84,0,0,48.42,,1,2022-01-04
941,US92556H2067,28,13,7275.20,12,0,294.20,,1,2022-01-04
942,LU2037748345,2,2,4272.96,0,0,2136.48,,1,2022-01-04
943,US30205M1018,3,1,954.00,2,0,,,1,2022-01-04
944,USU8882PAA58,2,2,18428.44,0,0,9214.22,,1,2022-01-04
945,US6795801009,26,12,25021.10,13,0,774.20,,1,2022-01-04
946,US78667J1088,2,1,562.65,1,0,,,1,2022-01-04
947,NL0012817175,19,10,22765.65,7,0,638.00,,1,2022-01-04
948,LU0551365645,1,0,0,0,0,,,1,2022-01-04
949,US05508R1068,3,3,9126.72,0,0,3360.00,,1,2022-01-04
950,US0900431000,18,11,4004.58,9,0,375.32,,1,2022-01-04
951,DE000A255DF3,1,1,10390.00,0,0,,,1,2022-01-04
952,LU0955648018,1,1,4354.80,0,0,,,1,2022-01-04
953,DE000A2DJU46,1,1,139.25,0,0,,,1,2022-01-04
954,DE000A2DR2L2,4,2,1280.66,0,0,640.33,,1,2022-01-04
955,DE000DWS17J0,1,1,100991.35,0,0,,,1,2022-01-04
956,LU0438336264,1,1,618.75,0,0,,,1,2022-01-04
957,LU0836513183,1,1,2398.36,0,0,,,1,2022-01-04
958,LU0836513423,1,1,1211.71,0,0,,,1,2022-01-04
959,LU1665237613,1,1,2439.72,0,0,,,1,2022-01-04
960,US1630721017,1,1,355.00,0,0,,,1,2022-01-04
961,LU0703711035,1,2,24533.23,0,0,12266.61,,1,2022-01-04
962,LU1038809395,1,2,26538.75,0,0,13269.38,,1,2022-01-04
963,LU1670628491,2,2,316.07,0,0,158.03,,1,2022-01-04
964,US82452L2034,4,2,2090.40,2,0,1045.20,,1,2022-01-04
965,US4281031058,1,1,500.00,0,0,,,1,2022-01-04
966,IE00BKRWN659,1,1,13.74,0,0,,,1,2022-01-04
967,BMG812761002,14,10,11826.84,4,0,336.68,,1,2022-01-04
968,NL0011832936,1,0,0,0,0,,,1,2022-01-04
969,US6748705067,1,1,531.20,0,0,,,1,2022-01-04
970,DE000TT3L9Q5,2,2,547.65,0,0,273.83,,1,2022-01-04
971,DE000TT3LB22,1,1,302.72,0,0,,,1,2022-01-04
972,DE000A14N9A9,4,2,4322.64,1,0,2161.32,,1,2022-01-04
973,IE00BD1DJ122,1,1,561.80,0,0,,,1,2022-01-04
974,JP3711600001,3,0,0,0,0,,,1,2022-01-04
975,LU1683285164,2,1,4061.77,0,0,,,1,2022-01-04
976,US46121Y2019,1,1,2090.00,0,0,,,1,2022-01-04
977,DE000A2PF0P7,3,2,5554.18,0,0,2777.09,,1,2022-01-04
978,LU0345361124,2,1,20176.20,1,0,,,1,2022-01-04
979,LU0529499989,1,1,540.20,0,0,,,1,2022-01-04
980,LU0991964320,1,1,553.55,0,0,,,1,2022-01-04
981,LU2115464500,15,11,43665.30,2,0,2095.31,,1,2022-01-04
982,DE000A289VV1,1,1,492.00,0,0,,,1,2022-01-04
983,LU0251853072,1,1,19738.36,0,0,,,1,2022-01-04
984,LU0959211243,2,2,1542.02,0,0,771.01,,1,2022-01-04
985,DE000TT3NTV8,1,1,243.75,0,0,,,1,2022-01-04
986,LU0908501488,14,10,5774.27,3,0,443.30,,1,2022-01-04
987,LU2082997359,2,2,959.80,0,0,479.90,,1,2022-01-04
988,LU2082997789,1,1,438.30,0,0,,,1,2022-01-04
989,LU2082998837,1,1,9715.98,0,0,,,1,2022-01-04
990,DK0060696300,2,1,1278.90,1,0,,,1,2022-01-04
991,JE00BF50RG45,6,2,1054.18,4,0,527.09,,1,2022-01-04
992,SE0008294953,19,18,6945.43,1,0,261.90,,1,2022-01-04
993,US74762E1029,3,3,1112.25,0,0,401.60,,1,2022-01-04
994,US86803X2045,6,5,2570.78,0,0,515.55,,1,2022-01-04
995,CA2435731021,3,1,988.00,1,0,,,1,2022-01-04
996,IE00BLLZQ805,223,190,125517.48,11,0,48.50,,1,2022-01-04
997,IE00BLLZQS08,7,7,5314.67,0,0,249.98,,1,2022-01-04
998,IE00BLP53M98,5,4,1018.85,1,0,45.06,,1,2022-01-04
999,IE00BLRPQH31,35,26,27141.16,7,0,285.84,,1,2022-01-04
1000,IE00BLRPQJ54,5,4,194.96,0,0,16.51,,1,2022-01-04
1001,LU2197908721,20,12,74082.24,9,0,2592.62,,1,2022-01-04
1002,US4052171000,10,4,1779.45,6,0,512.34,,1,2022-01-04
