,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,date
0,ISIN,Ordereinstellungen_Anzahl,Geschaefte_Anzahl,Geschaefte_Kurswert,Orderloeschungen_Anzahl,Orderaenderungen_Anzahl,Kurswert_Median,Ordereinstellungen_WertMedian,MarketMaker_Anzahl,2022-01-03
5240,DE000TT8YPP4,2,1,494.34,0,0,,,1,2022-01-03
5241,DE000TT8YUJ7,1,0,0,0,0,,,1,2022-01-03
5242,DE000GX29A69,1,1,555.00,0,0,,,1,2022-01-03
5243,DE000GX29FG9,17,16,5819.66,1,0,269.68,,1,2022-01-03
5244,DE000HB07VW3,8,5,4946.32,3,0,1230.00,,1,2022-01-03
5245,DE000HB07YU1,1,1,3260.00,0,0,,,1,2022-01-03
5246,DE000GX29XR9,1,1,1285.00,0,0,,,1,2022-01-03
5247,DE000A3CNGM3,48,36,53560.80,6,0,411.20,,1,2022-01-03
5248,NO0010856511,1,1,477.00,0,0,,,1,2022-01-03
5249,SE0016798763,1,1,981.50,0,0,,,1,2022-01-03
5250,US8713321029,1,1,297.60,0,0,,,1,2022-01-03
5251,DE000HB087Y8,2,1,601.46,0,0,,,1,2022-01-03
5252,DE000HB08821,2,2,548.06,0,0,274.03,,1,2022-01-03
5253,DE000HB08N07,10,9,3063.20,1,0,263.91,,1,2022-01-03
5254,DE000TT89TQ4,1,1,10416.00,0,0,,,1,2022-01-03
5255,DE000TT8YZG2,2,2,13330.00,0,0,6665.00,,1,2022-01-03
5256,DE000TT8YZH0,4,3,2590.60,0,0,577.00,,1,2022-01-03
5257,DE000TT8YZK4,2,1,602.64,1,0,,,1,2022-01-03
5258,DE000TT8YZN8,2,0,0,0,0,,,1,2022-01-03
5259,DE000TT8Z601,1,1,238.00,0,0,,,1,2022-01-03
5260,DE000HB08U65,1,1,3010.00,0,0,,,1,2022-01-03
5261,DE000HB08XA3,1,1,2100.00,0,0,,,1,2022-01-03
5262,DE000HB08UU7,1,1,1092.00,0,0,,,1,2022-01-03
5263,DE000HB08XY3,2,2,1027.86,0,0,513.93,,1,2022-01-03
5264,DE000HB08VL4,3,1,945.60,2,0,,,1,2022-01-03
5265,DE000GX2C3C9,1,1,627.52,0,0,,,1,2022-01-03
5266,DE000GX2C7D8,1,0,0,1,0,,,1,2022-01-03
5267,CA0901871057,2,1,21.80,0,0,,,1,2022-01-03
5268,CA09353K1093,12,9,4057.03,2,0,309.00,,1,2022-01-03
5269,CA24689E1079,1,1,36.40,0,0,,,1,2022-01-03
5270,SE0016589188,4,3,3476.54,1,0,519.36,,1,2022-01-03
5271,US38147U1079,35,2,525.36,32,0,262.68,,1,2022-01-03
5272,DE000HB091C6,1,1,506.00,0,0,,,1,2022-01-03
5273,DE000HB091X2,1,0,0,0,0,,,1,2022-01-03
5274,DE000TT8ZL11,1,1,1985.31,0,0,,,1,2022-01-03
5275,DE000TT8ZL52,1,1,256.64,0,0,,,1,2022-01-03
5276,DE000HB09G21,1,1,209.60,0,0,,,1,2022-01-03
5277,DE000HB09LA6,1,1,44.50,0,0,,,1,2022-01-03
5278,DE000HB09M07,2,0,0,2,0,,,1,2022-01-03
5279,DE000HB09M64,4,3,4870.30,1,0,955.50,,1,2022-01-03
5280,DE000HB09M72,2,2,1011.36,0,0,505.68,,1,2022-01-03
5281,DE000HB09M80,1,1,296.73,0,0,,,1,2022-01-03
5282,DE000HB09MB2,5,4,5002.30,1,1,917.40,,1,2022-01-03
5283,CA6513461088,1,0,0,1,0,,,1,2022-01-03
5284,CA8277331069,8,2,481.50,2,0,240.75,,1,2022-01-03
5285,DE000A2G8ZX8,7,0,0,4,0,,,1,2022-01-03
5286,DE000HB09PV3,2,1,270.00,0,0,,,1,2022-01-03
5287,DE000TT9A388,2,2,536.96,0,0,268.48,,1,2022-01-03
5288,DE000TT9A404,1,1,2496.60,0,0,,,1,2022-01-03
5289,DE000TT9A8K7,1,1,300.00,0,0,,,1,2022-01-03
5290,DE000GX2EZD3,1,0,0,0,0,,,1,2022-01-03
5291,DE000GX2EJY3,1,0,0,0,0,,,1,2022-01-03
5292,DE000GX2FBV3,1,0,0,0,0,,,1,2022-01-03
5293,DE000GX2FCV1,1,0,0,1,0,,,1,2022-01-03
5294,CH1109575535,14,10,6319.77,1,0,489.03,,1,2022-01-03
5295,CH1114873776,28,14,57883.95,9,0,1412.06,,1,2022-01-03
5296,DE000A3GSUE1,6,5,2267.25,0,0,394.65,,1,2022-01-03
5297,DE000A3GTBU5,1,1,117.16,0,0,,,1,2022-01-03
5298,US46817M1071,2,2,1542.75,0,0,771.38,,1,2022-01-03
5299,DE000GX2FLX8,1,1,2920.00,0,0,,,1,2022-01-03
5300,DE000GX2FNG9,3,3,1505.82,0,0,496.80,,1,2022-01-03
5301,DE000TT9ALS5,1,1,1085.84,0,0,,,1,2022-01-03
5302,DE000GX2GP07,1,1,349.80,0,0,,,1,2022-01-03
5303,DE000GX2G454,2,2,1048.25,0,0,524.13,,1,2022-01-03
5304,DE000GX2HK35,2,0,0,0,0,,,1,2022-01-03
5305,DE000GX2HTB3,1,1,679.17,0,0,,,1,2022-01-03
5306,CA5652973069,2,2,10.85,0,0,5.42,,1,2022-01-03
5307,CA9289451044,2,2,59.77,0,0,29.88,,1,2022-01-03
5308,CA97818W1077,17,12,3858.34,5,0,287.36,,1,2022-01-03
5309,GB00BP6S8Z30,11,10,18862.80,0,0,214.93,,1,2022-01-03
5310,IE0002PG6CA6,27,16,16014.06,8,0,492.23,,1,2022-01-03
5311,US4778391049,1,1,136.00,0,0,,,1,2022-01-03
5312,US5626621065,1,0,0,0,0,,,1,2022-01-03
5313,US7433121008,1,1,426.00,0,0,,,1,2022-01-03
5314,USP01012AJ55,1,0,0,0,0,,,1,2022-01-03
5315,DE000HB0B769,1,1,556.02,0,0,,,1,2022-01-03
5316,DE000HB0B0T6,1,0,0,0,0,,,1,2022-01-03
5317,DE000HB0BA88,1,0,0,0,0,,,1,2022-01-03
5318,DE000HB0BAG4,1,0,0,0,0,,,1,2022-01-03
5319,DE000HB0BNR4,1,0,0,0,0,,,1,2022-01-03
5320,DE000HB0BT20,3,1,501.12,1,0,,,1,2022-01-03
5321,DE000HB0BTC3,1,1,501.54,0,0,,,1,2022-01-03
5322,DE000HB0BXL6,1,0,0,0,0,,,1,2022-01-03
5323,DE000HB0C6V8,2,2,1090.50,0,0,545.25,,1,2022-01-03
5324,DE000HB0C700,9,8,4287.50,1,0,543.00,,1,2022-01-03
5325,DE000HB0C726,1,0,0,0,0,,,1,2022-01-03
5326,DE000HB0C791,92,75,77125.40,18,0,1037.00,,1,2022-01-03
5327,DE000HB0C7E2,12,6,5663.00,6,0,954.50,,1,2022-01-03
5328,DE000HB0C7G7,4,2,1966.00,3,0,983.00,,1,2022-01-03
5329,DE000GX2KKN1,1,1,270.00,0,0,,,1,2022-01-03
5330,DE000HB0CA04,5,1,501.30,1,0,,,1,2022-01-03
5331,DE000HB0CB78,1,1,503.10,0,0,,,1,2022-01-03
5332,DE000HB0CH15,1,1,612.95,0,0,,,1,2022-01-03
5333,DE000TT8U024,1,0,0,1,0,,,1,2022-01-03
5334,DE000TT8U081,2,0,0,2,0,,,1,2022-01-03
5335,DE000TT9AXZ5,1,1,981.00,0,0,,,1,2022-01-03
5336,DE000TT9B287,1,1,869.55,0,0,,,1,2022-01-03
5337,DE000TT9B568,1,0,0,1,0,,,1,2022-01-03
5338,DE000TT9BC43,1,1,250.80,0,0,,,1,2022-01-03
5339,DE000TT9BC50,2,2,844.17,0,0,422.09,,1,2022-01-03
5340,DE000TT9BHY9,3,1,1000.35,0,0,,,1,2022-01-03
5341,DE000TT9ARY0,1,1,1241.00,0,0,,,1,2022-01-03
5342,DE000GX2KL62,1,1,253.46,0,0,,,1,2022-01-03
5343,DE000GX2KL70,6,5,1191.70,1,0,253.80,,1,2022-01-03
5344,DE000GX2KME6,1,1,674.50,0,0,,,1,2022-01-03
5345,DE000GX2KMZ1,1,1,639.00,0,0,,,1,2022-01-03
5346,DE000GX2KN60,1,1,630.00,0,0,,,1,2022-01-03
5347,DE000GX2KNP0,2,2,1183.26,0,0,591.63,,1,2022-01-03
5348,DE000GX2KQH0,1,1,502.97,0,0,,,1,2022-01-03
5349,DE000GX2JJ28,2,2,1031.63,0,0,515.82,,1,2022-01-03
5350,DE000GX2K787,2,1,4952.00,1,0,,,1,2022-01-03
5351,DE000GX2L2B2,1,1,567.00,0,0,,,1,2022-01-03
5352,FR0000061608,3,0,0,3,0,,,1,2022-01-03
5353,FR0000120107,4,2,2604.00,2,0,1302.00,,1,2022-01-03
5354,FR0004053510,4,0,0,3,0,,,1,2022-01-03
5355,FR0013006558,5,0,0,5,0,,,1,2022-01-03
5356,FR0013470168,2,2,98.67,0,0,49.34,,1,2022-01-03
5357,US48214T3059,1,0,0,0,0,,,1,2022-01-03
5358,US9285781038,1,0,0,0,0,,,1,2022-01-03
5359,DE000TT9BU33,2,1,1230.00,1,0,,,1,2022-01-03
5360,DE000TT9BWW2,1,1,655.85,0,0,,,1,2022-01-03
5361,DE000HB0F0D6,1,1,298.66,0,0,,,1,2022-01-03
5362,DE000HB0F4B2,1,1,252.70,0,0,,,1,2022-01-03
5363,DE000HB0F6Y9,1,1,491.00,0,0,,,1,2022-01-03
5364,DE000HB0F8Q1,2,0,0,1,0,,,1,2022-01-03
5365,DE000GX2NDM2,1,1,1450.00,0,0,,,1,2022-01-03
5366,DE000GX2P6G8,2,2,526.05,0,0,263.02,,1,2022-01-03
5367,DE000GX2P6M6,2,2,527.46,0,0,263.73,,1,2022-01-03
5368,DE000GX2PEG7,3,2,1040.00,1,0,520.00,,1,2022-01-03
5369,DE000GX2PZ20,2,2,530.40,0,0,265.20,,1,2022-01-03
5370,CA32057N1042,91,58,33494.15,28,0,79.89,,1,2022-01-03
5371,FI4000511563,1,1,20.49,0,0,,,1,2022-01-03
5372,US24422EVW64,1,0,0,0,0,,,1,2022-01-03
5373,DE000TT8ZQU9,1,1,576.00,0,0,,,1,2022-01-03
5374,DE000HB0FRK1,2,1,500.85,0,0,,,1,2022-01-03
5375,DE000HB0FWC8,1,0,0,0,0,,,1,2022-01-03
5376,DE000HB0G8E6,2,1,324.34,1,0,,,1,2022-01-03
5377,DE000HB0G4T3,1,1,458.26,0,0,,,1,2022-01-03
5378,DE000HB0GNU7,2,2,3614.00,0,0,1807.00,,1,2022-01-03
5379,DE000HB0GHQ7,1,1,526.90,0,0,,,1,2022-01-03
5380,DE000HB0GRM5,1,0,0,1,0,,,1,2022-01-03
5381,DE000HB0H2N9,1,1,652.00,0,0,,,1,2022-01-03
5382,DE000TT9C8A6,1,1,255.85,0,0,,,1,2022-01-03
5383,DE000TT9C8Q2,2,2,1909.96,0,0,954.98,,1,2022-01-03
5384,DE000HB0H7D9,1,1,233.00,0,0,,,1,2022-01-03
5385,DE000GX2S053,4,2,5069.76,2,0,2534.88,,1,2022-01-03
5386,DE000GX2R0P0,1,1,252.97,0,0,,,1,2022-01-03
5387,CA40638K5070,36,16,6615.21,15,0,84.49,,1,2022-01-03
5388,CA89788C1041,15,8,2346.00,4,0,185.20,,1,2022-01-03
5389,DE000HB0HSW0,1,0,0,0,0,,,1,2022-01-03
5390,DE000HB0HT08,1,1,810.55,0,0,,,1,2022-01-03
5391,DE000HB0HPD6,3,1,254.80,0,0,,,1,2022-01-03
5392,DE000HB0HVK9,3,2,8701.00,1,0,4350.50,,1,2022-01-03
5393,DE000HB0HQJ1,2,1,31840.00,0,0,,,1,2022-01-03
5394,DE000HB0HR26,1,1,5998.44,0,0,,,1,2022-01-03
5395,DE000HB0J5M2,2,1,1960.00,1,0,,,1,2022-01-03
5396,DE000HB0J5P5,1,1,590.40,0,0,,,1,2022-01-03
5397,DE000HB0HXU4,3,3,33045.60,0,0,2646.00,,1,2022-01-03
5398,DE000HB0HXW0,1,0,0,0,0,,,1,2022-01-03
5399,DE000HB0J6M0,1,0,0,0,0,,,1,2022-01-03
5400,DE000HB0HZ59,1,0,0,0,0,,,1,2022-01-03
5401,DE000HB0J7M8,1,1,1004.30,0,0,,,1,2022-01-03
5402,DE000HB0J7W7,1,1,265.80,0,0,,,1,2022-01-03
5403,DE000HB0J8L8,1,1,2445.00,0,0,,,1,2022-01-03
5404,DE000HB0J960,2,1,500.00,0,0,,,1,2022-01-03
5405,DE000HB0JSM7,1,1,420.00,0,0,,,1,2022-01-03
5406,DE000TT9CLD3,2,2,225.00,0,0,112.50,,1,2022-01-03
5407,DE000HB0JUV4,1,0,0,0,0,,,1,2022-01-03
5408,DE000GX2T3V0,1,1,661.60,0,0,,,1,2022-01-03
5409,FR0013214145,1,1,9998.12,0,0,,,1,2022-01-03
5410,VGG1144D1096,1,0,0,0,0,,,1,2022-01-03
5411,DE000TT9CUG7,2,2,4104.52,0,0,2052.26,,1,2022-01-03
5412,DE000HB0KA12,1,1,180.70,0,0,,,1,2022-01-03
5413,DE000HB0KDY2,2,0,0,0,0,,,1,2022-01-03
5414,DE000HB0KJ47,3,2,1066.50,1,0,533.25,,1,2022-01-03
5415,DE000HB0KJ62,5,5,3315.00,0,0,552.50,,1,2022-01-03
5416,DE000TT9CVU6,1,1,288.90,0,0,,,1,2022-01-03
5417,DE000TT9CYC8,1,1,250.50,0,0,,,1,2022-01-03
5418,DE000TT9CZ37,1,1,246.40,0,0,,,1,2022-01-03
5419,DE000TT9CZ86,1,1,1000.28,0,0,,,1,2022-01-03
5420,DE000TT9D1Z7,1,0,0,0,0,,,1,2022-01-03
5421,DE000TT9D3B4,1,1,2580.00,0,0,,,1,2022-01-03
5422,DE000TT9D4C0,1,1,340.00,0,0,,,1,2022-01-03
5423,DE000TT9D5B9,6,2,630.00,4,0,315.00,,1,2022-01-03
5424,DE000TT9D5Q7,36,34,25452.08,1,0,740.94,,1,2022-01-03
5425,DE000TT9D6D3,1,1,503.00,0,0,,,1,2022-01-03
5426,DE000TT9D6X1,2,1,313.60,1,0,,,1,2022-01-03
5427,DE000TT9D713,2,2,2110.00,0,0,1055.00,,1,2022-01-03
5428,DE000TT9D721,1,1,539.00,0,0,,,1,2022-01-03
5429,DE000TT9DBR2,5,5,2296.77,0,0,491.37,,1,2022-01-03
5430,DE000TT9DFM4,1,1,900.00,0,0,,,1,2022-01-03
5431,DE000TT9DJY1,2,2,1015.58,0,0,507.79,,1,2022-01-03
5432,DE000TT9DM72,1,1,7080.00,0,0,,,1,2022-01-03
5433,DE000HB0KX49,2,1,501.27,0,0,,,1,2022-01-03
5434,DE000HB0KX80,1,0,0,0,0,,,1,2022-01-03
5435,DE000HB0KXE2,1,1,960.00,0,0,,,1,2022-01-03
5436,DE000HB0LJ20,1,0,0,1,0,,,1,2022-01-03
5437,DE000HB0KY89,5,2,4515.00,2,0,2257.50,,1,2022-01-03
5438,DE000HB0LDJ1,2,2,1008.74,0,0,504.37,,1,2022-01-03
5439,DE000HB0LFL2,14,9,11756.16,5,0,826.50,,1,2022-01-03
5440,DE000HB0L7D3,1,1,499.13,0,0,,,1,2022-01-03
5441,DE000GX2VA70,4,3,8735.42,0,0,3709.84,,1,2022-01-03
5442,DE000GX2VAQ2,2,2,5300.00,0,0,2650.00,,1,2022-01-03
5443,DE000GX2VD69,2,2,766.26,0,0,383.13,,1,2022-01-03
5444,DE000GX2VFL2,1,1,1140.00,0,0,,,1,2022-01-03
5445,FR0004153930,2,0,0,2,0,,,1,2022-01-03
5446,FR0013143872,1,0,0,1,0,,,1,2022-01-03
5447,DE000HB0LP22,1,0,0,0,0,,,1,2022-01-03
5448,DE000HB0LMN4,1,1,908.46,0,0,,,1,2022-01-03
5449,DE000HB0LMT1,1,1,786.60,0,0,,,1,2022-01-03
5450,DE000HB0LMV7,1,1,4009.50,0,0,,,1,2022-01-03
5451,DE000HB0LUY4,1,1,2560.00,0,0,,,1,2022-01-03
5452,DE000HB0LS37,27,8,19532.45,10,0,1603.00,,1,2022-01-03
5453,DE000HB0M196,1,1,420.00,0,0,,,1,2022-01-03
5454,DE000HB0M2L6,1,1,162.05,0,0,,,1,2022-01-03
5455,DE000HB0M3L4,3,3,2140.10,0,0,411.60,,1,2022-01-03
5456,DE000HB0M3M2,2,1,454.50,0,0,,,1,2022-01-03
5457,DE000HB0M4M0,1,1,973.40,0,0,,,1,2022-01-03
5458,DE000HB0M5Y2,1,1,799.68,0,0,,,1,2022-01-03
5459,DE000HB0MEX8,1,1,1183.00,0,0,,,1,2022-01-03
5460,DE000HB0MG30,2,2,1033.22,0,0,516.61,,1,2022-01-03
5461,DE000HB0MG55,3,2,1111.60,1,0,555.80,,1,2022-01-03
5462,DE000TT9EE97,7,7,5014.54,0,0,513.00,,1,2022-01-03
5463,DE000TT9E059,1,1,4996.62,0,0,,,1,2022-01-03
5464,DE000TT9E0J2,6,5,12192.00,1,0,2160.00,,1,2022-01-03
5465,DE000TT9E0U9,2,2,5046.00,0,0,2523.00,,1,2022-01-03
5466,DE000TT9E9B0,3,3,1863.54,0,0,518.76,,1,2022-01-03
5467,DE000HB0MKR7,1,1,534.00,0,0,,,1,2022-01-03
5468,DE000GX2WH56,1,1,731.25,0,0,,,1,2022-01-03
5469,DE000GX2VX32,2,2,973.61,0,0,486.81,,1,2022-01-03
5470,DE000GX2WFT3,1,1,301.88,0,0,,,1,2022-01-03
5471,BE0003844611,3,2,5280.00,1,0,2640.00,,1,2022-01-03
5472,FR0004155240,4,0,0,4,0,,,1,2022-01-03
5473,DE000TT9EJA9,1,1,2808.00,0,0,,,1,2022-01-03
5474,DE000TT9EJB7,8,5,2502.25,0,0,520.00,,1,2022-01-03
5475,DE000HB0MPQ8,1,0,0,0,0,,,1,2022-01-03
5476,DE000HB0MQU8,2,2,987.35,0,0,493.68,,1,2022-01-03
5477,DE000GX2Y069,2,1,261.96,1,0,,,1,2022-01-03
5478,DE000TT9ENL8,1,1,4095.36,0,0,,,1,2022-01-03
5479,DE000TT9ENN4,1,1,270.75,0,0,,,1,2022-01-03
5480,DE000TT9ENP9,4,2,8202.00,2,0,4101.00,,1,2022-01-03
5481,DE000TT9ENQ7,1,1,506.00,0,0,,,1,2022-01-03
5482,DE000TT9ETD2,1,1,475.85,0,0,,,1,2022-01-03
5483,DE000GX2YT43,2,2,692.12,0,0,346.06,,1,2022-01-03
5484,DE000GX2YX70,1,2,660.75,0,0,330.38,,1,2022-01-03
5485,DE000GX2XU58,1,1,250.40,0,0,,,1,2022-01-03
5486,DE000GX2YL41,1,1,546.72,0,0,,,1,2022-01-03
5487,DE000GX2YLH2,3,0,0,3,0,,,1,2022-01-03
5488,DE000GX2YM08,2,2,689.66,0,0,344.83,,1,2022-01-03
5489,DE000GX2YM16,1,1,259.52,0,0,,,1,2022-01-03
5490,DE000GX2ZMH7,1,1,230.00,0,0,,,1,2022-01-03
5491,CA89154B1022,1,1,258.00,0,0,,,1,2022-01-03
5492,FR0013344173,3,2,557.90,0,0,278.95,,1,2022-01-03
5493,FR0014005HJ9,1,0,0,0,0,,,1,2022-01-03
5494,US45262P1021,1,2,10099.00,0,0,5049.50,,1,2022-01-03
5495,US5011871085,1,2,9791.50,0,0,4895.75,,1,2022-01-03
5496,DE000TT9F8W7,1,0,0,0,0,,,1,2022-01-03
5497,DE000TT9FT24,1,1,503.73,0,0,,,1,2022-01-03
5498,DE000TT9FT65,2,2,1292.00,0,0,646.00,,1,2022-01-03
5499,DE000HB1E704,1,1,204.00,0,0,,,1,2022-01-03
5500,DE000HB1E7L4,5,5,6203.50,0,0,1184.00,,1,2022-01-03
5501,DE000HB1EBN0,5,3,2480.00,1,0,820.00,,1,2022-01-03
5502,DE000HB1E7W1,1,1,330.22,0,0,,,1,2022-01-03
5503,DE000HB1EC66,1,1,1021.50,0,0,,,1,2022-01-03
5504,DE000HB1E8J6,1,0,0,0,0,,,1,2022-01-03
5505,DE000HB1ECJ6,1,1,501.60,0,0,,,1,2022-01-03
5506,DE000HB1ECK4,2,2,2940.00,0,0,1470.00,,1,2022-01-03
5507,DE000HB1E8W9,1,1,251.56,0,0,,,1,2022-01-03
5508,DE000GX3YUQ2,1,1,2230.00,0,0,,,1,2022-01-03
5509,DE000GX3XXC8,8,3,1060.98,4,0,257.60,,1,2022-01-03
5510,DE000GX3ZG61,2,1,881.60,1,0,,,1,2022-01-03
5511,DE000GX4A164,1,1,1754.30,0,0,,,1,2022-01-03
5512,BMG9604B1090,4,2,676.00,1,0,338.00,,1,2022-01-03
5513,DE000TT9LGX2,1,1,250.80,0,0,,,1,2022-01-03
5514,DE000GX4B543,1,1,504.00,0,0,,,1,2022-01-03
5515,DE000GX4AY83,2,2,587.12,0,0,293.56,,1,2022-01-03
5516,DE000HB1ERB1,1,0,0,0,0,,,1,2022-01-03
5517,DE000HB1F8B2,1,1,1546.23,0,0,,,1,2022-01-03
5518,DE000GX4BP26,1,1,1357.50,0,0,,,1,2022-01-03
5519,DE000GX4BR73,2,2,865.18,0,0,432.59,,1,2022-01-03
5520,FR0000124414,1,0,0,0,0,,,1,2022-01-03
5521,DE000HB1F230,1,1,960.00,0,0,,,1,2022-01-03
5522,DE000HB1F2J8,1,1,299.25,0,0,,,1,2022-01-03
5523,DE000HB1EXY1,1,0,0,0,0,,,1,2022-01-03
5524,DE000HB1F2V3,293,4,3814.22,283,0,875.40,,1,2022-01-03
5525,DE000HB1F2Y7,4,3,816.00,1,0,270.00,,1,2022-01-03
5526,DE000HB1FHY1,1,1,216.00,0,0,,,1,2022-01-03
5527,DE000HB1FK73,1,1,307.50,0,0,,,1,2022-01-03
5528,DE000HB1FK81,2,2,510.17,0,0,255.09,,1,2022-01-03
5529,DE000HB1FKF4,1,1,225.12,0,0,,,1,2022-01-03
5530,DE000HB1FL15,1,1,306.45,0,0,,,1,2022-01-03
5531,DE000TT9MMN9,12,6,3880.30,6,0,478.80,,1,2022-01-03
5532,DE000TT9MNW8,6,4,460.00,2,0,115.00,,1,2022-01-03
5533,DE000TT9M5A0,3,3,943.09,0,0,330.00,,1,2022-01-03
5534,DE000TT9M5C6,61,42,40288.00,19,0,980.00,,1,2022-01-03
5535,DE000TT9MAZ8,3,3,1965.14,0,0,774.00,,1,2022-01-03
5536,DE000GX4CUH5,1,0,0,0,0,,,1,2022-01-03
5537,DE000GX4CUS2,2,2,6855.43,0,0,3427.72,,1,2022-01-03
5538,DE000GX4DDS6,1,1,617.42,0,0,,,1,2022-01-03
5539,DE000GX4D903,7,4,910.99,3,0,229.77,,1,2022-01-03
5540,DE000TT9MSY3,1,0,0,1,0,,,1,2022-01-03
5541,DE000HB1H1D1,1,1,247.20,0,0,,,1,2022-01-03
5542,DE000HB1H9Z7,3,2,3840.00,0,0,1920.00,,1,2022-01-03
5543,DE000TT9N8N6,2,1,644.00,0,0,,,1,2022-01-03
5544,DE000HB1HT80,1,1,1408.74,0,0,,,1,2022-01-03
5545,DE000HB1HTC8,1,1,3080.00,0,0,,,1,2022-01-03
5546,DE000HB1HQQ4,6,6,2270.12,0,0,358.15,,1,2022-01-03
5547,DE000HB1J0J8,2,1,1980.00,0,0,,,1,2022-01-03
5548,DE000GX4DVH1,1,1,557.00,0,0,,,1,2022-01-03
5549,DE000GX4ESJ1,1,1,416.10,0,0,,,1,2022-01-03
5550,DE000GX4EW73,1,1,297.90,0,0,,,1,2022-01-03
5551,DE000GX4E7D4,1,0,0,0,0,,,1,2022-01-03
5552,DE000GX4E7Q6,1,0,0,1,0,,,1,2022-01-03
5553,DE000GX4E8Z5,1,0,0,0,0,,,1,2022-01-03
5554,DE000GX4EG32,10,8,11409.82,2,0,1429.30,,1,2022-01-03
5555,GB00BLD4ZN31,889,681,257935.48,104,0,88.88,,1,2022-01-03
5556,GB00BMTP1519,1,1,22.28,0,0,,,1,2022-01-03
5557,GB00BMTP1626,4,2,4395.03,1,0,2197.51,,1,2022-01-03
5558,GB00BMTP1733,2,1,605.12,1,0,,,1,2022-01-03
5559,DE000GX4FNR2,1,1,102.84,0,0,,,1,2022-01-03
5560,DE000TT9NTK8,1,1,1269.90,0,0,,,1,2022-01-03
5561,DE000TT9NSF0,4,4,7899.75,0,0,2322.80,,1,2022-01-03
5562,DE000TT9PGA1,1,1,546.00,0,0,,,1,2022-01-03
5563,DE000TT9PJ24,1,1,326.37,0,0,,,1,2022-01-03
5564,DE000HB1JX17,1,1,528.00,0,0,,,1,2022-01-03
5565,DE000HB1JVF3,1,1,505.04,0,0,,,1,2022-01-03
5566,DE000HB1KCF1,2,0,0,1,0,,,1,2022-01-03
5567,DE000HB1KD42,1,1,1600.00,0,0,,,1,2022-01-03
5568,DE000GX4H128,1,1,337.41,0,0,,,1,2022-01-03
5569,DE000GX4HBG6,1,0,0,1,0,,,1,2022-01-03
5570,CA04952E1097,12,8,1924.59,2,0,61.41,,1,2022-01-03
5571,GB00BM8Q5M07,1,1,7.83,0,0,,,1,2022-01-03
5572,US85859N1028,3,1,517.08,0,0,,,1,2022-01-03
5573,DE000HB1KKE7,2,1,500.25,0,0,,,1,2022-01-03
5574,DE000HB1KUT4,2,2,6467.50,0,0,3233.75,,1,2022-01-03
5575,DE000GX4HK17,1,1,252.75,0,0,,,1,2022-01-03
5576,DE000HB1LCH5,2,2,502.93,0,0,251.47,,1,2022-01-03
5577,DE000GX4J2P4,5,5,2608.86,0,0,504.76,,1,2022-01-03
5578,DE000GX4J801,2,2,1492.21,0,0,746.11,,1,2022-01-03
5579,DE000TT9Q3F0,1,1,147.30,0,0,,,1,2022-01-03
5580,DE000TT9Q830,3,0,0,1,0,,,1,2022-01-03
5581,DE000GX4K9U6,13,12,11859.38,0,0,987.03,,1,2022-01-03
5582,DE000GX4KAH0,1,1,331.25,0,0,,,1,2022-01-03
5583,DE000GX4K1X7,1,1,320.88,0,0,,,1,2022-01-03
5584,DE000GX4KER1,1,1,254.28,0,0,,,1,2022-01-03
5585,DE000GX4KGK1,2,2,630.47,0,0,315.24,,1,2022-01-03
5586,DE000GX4KGM7,1,1,483.06,0,0,,,1,2022-01-03
5587,CA36168L1058,4,1,4914.13,3,0,,,1,2022-01-03
5588,NO0011082075,1,1,1499.29,0,0,,,1,2022-01-03
5589,US3614481030,1,1,915.00,0,0,,,1,2022-01-03
5590,US3893751061,2,2,1078.80,0,0,539.40,,1,2022-01-03
5591,DE000HB1L5P0,1,1,468.00,0,0,,,1,2022-01-03
5592,DE000HB1L899,1,1,500.20,0,0,,,1,2022-01-03
5593,DE000HB1L8G3,1,1,508.30,0,0,,,1,2022-01-03
5594,DE000HB1LBZ9,1,1,1278.00,0,0,,,1,2022-01-03
5595,DE000HB1LP88,1,1,4175.40,0,0,,,1,2022-01-03
5596,DE000HB1LU24,1,1,267.40,0,0,,,1,2022-01-03
5597,DE000GX4LEN8,1,1,250.26,0,0,,,1,2022-01-03
5598,DE000GX4LN75,2,1,530.12,1,0,,,1,2022-01-03
5599,DE000TT9QWE8,1,0,0,0,0,,,1,2022-01-03
5600,DE000TT9R0R0,2,1,258.00,0,0,,,1,2022-01-03
5601,DE000TT9R1T4,1,1,552.00,0,0,,,1,2022-01-03
5602,DE000TT9R2P0,1,1,502.40,0,0,,,1,2022-01-03
5603,DE000TT9R2S4,1,1,253.30,0,0,,,1,2022-01-03
5604,DE000TT9R3H5,2,1,756.00,0,0,,,1,2022-01-03
5605,DE000TT9R4L5,1,1,212.80,0,0,,,1,2022-01-03
5606,DE000TT9R4R2,1,1,199.10,0,0,,,1,2022-01-03
5607,DE000TT9R671,1,0,0,1,0,,,1,2022-01-03
5608,DE000TT9R6G0,1,1,1021.20,0,0,,,1,2022-01-03
5609,DE000TT9R861,1,1,327.45,0,0,,,1,2022-01-03
